# Annual output values extracted from ELM simulation
# Source file: tmpp31q72zh.nc
# Years: 1997 - 2009
#
# Variables:
#   GPP: gross primary production (annual sum, gC/m2/yr)
#   NPP: net primary production (annual sum, gC/m2/yr)
#   ER: total ecosystem respiration, autotrophic + heterotrophic (annual sum, gC/m2/yr)
#   NEE: net ecosystem exchange of carbon, includes fire, landuse, harvest, and hrv_xsmrpool flux, positive for source (annual sum, gC/m2/yr)
#   NBP: net biome production, includes fire, landuse, and harvest flux, positive for sink (annual mean, gC/m^2/s)
#   NEP: net ecosystem production, excludes fire, landuse, and harvest flux, positive for sink (annual mean, gC/m^2/s)
#   HR: total heterotrophic respiration (annual sum, gC/m2/yr)
#   FSH: sensible heat (annual mean, W/m^2)
#   EFLX_LH_TOT: total latent heat flux [+ to atm] (annual mean, W/m^2)
#   FPSN: photosynthesis (annual mean daily flux, umol/m2/day)
#   TOTSOMC: total soil organic matter carbon (annual mean, gC/m^2)
#   TOTVEGC: total vegetation carbon, excluding cpool (annual mean, gC/m^2)
#   TOTECOSYSC: total ecosystem carbon, incl veg but excl cpool but excl product pools (annual mean, gC/m^2)
#
Year	GPP	NPP	ER	NEE	NBP	NEP	HR	FSH	EFLX_LH_TOT	FPSN	TOTSOMC	TOTVEGC	TOTECOSYSC
1997	899.576233	177.133545	982.204834	82.935219	-0.000003	-0.000003	259.762146	78.947708	38.397655	205194.609375	13175.802734	1460.920166	15235.253906
1998	1153.063477	285.615631	1141.767944	-10.995726	0.000000	0.000000	274.320129	70.397285	45.215366	263015.375000	13175.638672	1432.272949	15195.159180
1999	985.737427	231.710114	996.442322	10.997909	-0.000000	-0.000000	242.414978	77.225677	39.037010	224848.093750	13191.485352	1397.919312	15208.367188
2000	985.897522	275.162445	997.992249	12.381234	-0.000000	-0.000000	287.257233	73.954033	41.117264	224884.609375	13214.625977	1350.154297	15184.048828
2001	931.083435	225.895493	934.995544	4.192101	-0.000000	-0.000000	229.807587	76.609169	38.099762	212381.437500	13217.755859	1368.954224	15187.602539
2002	1131.726685	354.060150	1039.227173	-92.225800	0.000003	0.000003	261.560669	73.295921	44.280163	258148.468750	13233.618164	1366.533691	15215.368164
2003	977.280396	287.119781	946.863098	-30.149786	0.000001	0.000001	256.702423	76.436729	42.230007	222919.062500	13247.228516	1413.828125	15277.136719
2004	957.827209	272.295074	925.764343	-31.801367	0.000001	0.000001	240.232117	76.658836	39.320766	218481.734375	13258.267578	1443.525635	15316.115234
2005	978.772339	277.751923	948.913757	-29.602917	0.000001	0.000001	247.893311	74.903862	41.293175	223259.343750	13267.884766	1461.710083	15342.279297
2006	1082.405273	328.450012	1004.722839	-77.432579	0.000002	0.000002	250.767502	76.895172	43.198341	246898.187500	13277.558594	1496.282593	15388.019531
2007	1031.141724	257.166809	1020.982483	-9.914812	0.000000	0.000000	247.007629	74.414772	41.391956	235204.875000	13289.622070	1531.984619	15452.893555
2008	772.596252	141.811768	838.028015	65.670616	-0.000002	-0.000002	207.243530	82.837875	30.808140	176230.312500	13311.218750	1446.193604	15410.361328
2009	1180.917969	308.082764	1207.969482	27.285046	-0.000001	-0.000001	335.134308	68.257843	51.777977	269369.062500	13324.570312	1421.150757	15372.707031
