# Annual output values extracted from ELM simulation
# Source file: tmpz5hxdo7c.nc
# Years: 2000 - 2014
#
# Variables:
#   GPP: gross primary production (annual sum, gC/m2/yr)
#   NPP: net primary production (annual sum, gC/m2/yr)
#   ER: total ecosystem respiration, autotrophic + heterotrophic (annual sum, gC/m2/yr)
#   NEE: net ecosystem exchange of carbon, includes fire, landuse, harvest, and hrv_xsmrpool flux, positive for source (annual sum, gC/m2/yr)
#   NBP: net biome production, includes fire, landuse, and harvest flux, positive for sink (annual mean, gC/m^2/s)
#   NEP: net ecosystem production, excludes fire, landuse, and harvest flux, positive for sink (annual mean, gC/m^2/s)
#   HR: total heterotrophic respiration (annual sum, gC/m2/yr)
#   FSH: sensible heat (annual mean, W/m^2)
#   EFLX_LH_TOT: total latent heat flux [+ to atm] (annual mean, W/m^2)
#   FPSN: photosynthesis (annual mean daily flux, umol/m2/day)
#   TOTSOMC: total soil organic matter carbon (annual mean, gC/m^2)
#   TOTVEGC: total vegetation carbon, excluding cpool (annual mean, gC/m^2)
#   TOTECOSYSC: total ecosystem carbon, incl veg but excl cpool but excl product pools (annual mean, gC/m^2)
#
Year	GPP	NPP	ER	NEE	NBP	NEP	HR	FSH	EFLX_LH_TOT	FPSN	TOTSOMC	TOTVEGC	TOTECOSYSC
2000	0.000000	0.000000	0.002932	0.002932	-0.000000	-0.000000	0.002932	-7.171002	0.268927	0.000000	7.234529	0.000000	7.247418
2001	0.000000	0.000000	0.002154	0.002154	-0.000000	-0.000000	0.002154	-5.724557	-0.028501	0.000000	7.231682	0.000000	7.244530
2002	0.000000	0.000000	0.002036	0.002036	-0.000000	-0.000000	0.002036	-6.242640	0.088839	0.000000	7.229653	0.000000	7.242476
2003	0.000000	0.000000	0.002484	0.002484	-0.000000	-0.000000	0.002484	-5.043897	-0.203464	0.000000	7.227529	0.000000	7.240325
2004	0.000000	0.000000	0.002822	0.002822	-0.000000	-0.000000	0.002822	-7.479122	0.482509	0.000000	7.225003	0.000000	7.237760
2005	0.000000	0.000000	0.002854	0.002854	-0.000000	-0.000000	0.002854	-5.662697	0.387883	0.000000	7.222108	0.000000	7.234815
2006	0.000000	0.000000	0.001573	0.001573	-0.000000	-0.000000	0.001573	-10.768064	-0.099453	0.000000	7.219741	0.000000	7.232412
2007	0.000000	0.000000	0.002234	0.002234	-0.000000	-0.000000	0.002234	-5.951724	0.329524	0.000000	7.217959	0.000000	7.230615
2008	0.000000	0.000000	0.003311	0.003311	-0.000000	-0.000000	0.003311	-9.289678	-0.207971	0.000000	7.215646	0.000000	7.228272
2009	0.000000	0.000000	0.002274	0.002274	-0.000000	-0.000000	0.002274	-3.332420	1.156558	0.000000	7.212321	0.000000	7.224898
2010	0.000000	0.000000	0.002614	0.002614	-0.000000	-0.000000	0.002614	-0.449261	1.617154	0.000000	7.210123	0.000000	7.222673
2011	0.000000	0.000000	0.000849	0.000849	-0.000000	-0.000000	0.000849	-14.207510	-0.970563	0.000000	7.208155	0.000000	7.220678
2012	0.000000	0.000000	0.000508	0.000508	-0.000000	-0.000000	0.000508	-14.842640	-1.376342	0.000000	7.207429	0.000000	7.219951
2013	0.000000	0.000000	0.002206	0.002206	-0.000000	-0.000000	0.002206	-16.558048	-1.974587	0.000000	7.206558	0.000000	7.219079
2014	0.000000	0.000000	0.002504	0.002504	-0.000000	-0.000000	0.002504	-14.539268	-1.537318	0.000000	7.203968	0.000000	7.216484
