# Annual output values extracted from ELM simulation
# Source file: tmp0xnunjpc.nc
# Years: 1998 - 2014
#
# Variables:
#   GPP: gross primary production (annual sum, gC/m2/yr)
#   NPP: net primary production (annual sum, gC/m2/yr)
#   ER: total ecosystem respiration, autotrophic + heterotrophic (annual sum, gC/m2/yr)
#   NEE: net ecosystem exchange of carbon, includes fire, landuse, harvest, and hrv_xsmrpool flux, positive for source (annual sum, gC/m2/yr)
#   NBP: net biome production, includes fire, landuse, and harvest flux, positive for sink (annual mean, gC/m^2/s)
#   NEP: net ecosystem production, excludes fire, landuse, and harvest flux, positive for sink (annual mean, gC/m^2/s)
#   HR: total heterotrophic respiration (annual sum, gC/m2/yr)
#   FSH: sensible heat (annual mean, W/m^2)
#   EFLX_LH_TOT: total latent heat flux [+ to atm] (annual mean, W/m^2)
#   FPSN: photosynthesis (annual mean daily flux, umol/m2/day)
#   TOTSOMC: total soil organic matter carbon (annual mean, gC/m^2)
#   TOTVEGC: total vegetation carbon, excluding cpool (annual mean, gC/m^2)
#   TOTECOSYSC: total ecosystem carbon, incl veg but excl cpool but excl product pools (annual mean, gC/m^2)
#
Year	GPP	NPP	ER	NEE	NBP	NEP	HR	FSH	EFLX_LH_TOT	FPSN	TOTSOMC	TOTVEGC	TOTECOSYSC
1998	1238.647705	394.328613	1159.145874	-75.919792	0.000002	0.000003	314.826782	18.424665	32.206059	282537.281250	11918.005859	7400.967285	21172.726562
1999	1244.279297	376.787811	1156.022583	-84.734131	0.000003	0.000003	288.531036	20.763355	31.083433	283821.875000	11927.537109	7458.094727	21253.787109
2000	1295.576660	416.406677	1228.144409	-63.890179	0.000002	0.000002	348.974518	20.722078	31.336836	295522.843750	11938.344727	7527.350098	21331.421875
2001	1299.450928	401.692688	1209.347168	-86.502930	0.000003	0.000003	311.588928	19.343765	32.052883	296406.593750	11939.118164	7601.127930	21405.634766
2002	1281.749146	401.827484	1155.091064	-122.975723	0.000004	0.000004	275.169434	20.790903	32.667690	292368.781250	11945.843750	7669.454102	21510.007812
2003	1205.726929	368.546783	1172.636475	-29.308764	0.000001	0.000001	335.456390	19.987389	30.444496	275028.000000	11958.609375	7705.942383	21594.558594
2004	1305.605347	388.399170	1305.299194	3.524734	-0.000000	0.000000	388.092926	20.848965	29.067305	297810.406250	11959.150391	7759.449219	21587.636719
2005	1344.841797	404.246033	1287.079346	-53.873779	0.000002	0.000002	346.483582	19.074575	30.601236	306760.312500	11954.941406	7808.547852	21627.449219
2006	1309.027222	372.024780	1296.662476	-8.343708	0.000000	0.000000	359.660095	19.042353	30.647739	298591.000000	11956.490234	7854.849121	21664.294922
2007	1370.371948	400.435760	1314.396851	-51.807724	0.000002	0.000002	344.460480	17.888781	33.579491	312583.812500	11955.438477	7900.245117	21703.662109
2008	1316.958008	389.407074	1269.564697	-43.146538	0.000001	0.000002	342.013763	18.119267	30.880552	300399.968750	11960.027344	7942.197754	21753.291016
2009	1282.058105	371.975922	1238.790039	-39.022541	0.000001	0.000001	328.707855	22.074053	32.456993	292439.281250	11962.846680	7969.868652	21789.312500
2010	1237.665894	306.793335	1234.775391	1.391433	-0.000000	0.000000	303.902679	21.507380	33.972954	282313.375000	11968.438477	7967.671875	21809.013672
2011	1353.000000	370.252197	1338.557617	-10.071923	0.000000	0.000000	355.809692	17.321672	31.789137	308621.250000	11977.047852	7956.956055	21826.386719
2012	1350.086060	395.234680	1311.090210	-34.504128	0.000001	0.000001	356.238892	21.334402	31.775097	307956.531250	11983.908203	7976.532715	21844.308594
2013	1358.410034	388.240021	1347.269409	-6.522153	0.000000	0.000000	377.099396	17.730482	30.158600	309855.218750	11982.085938	8013.952637	21843.816406
2014	1303.374512	391.574097	1208.264038	-90.380974	0.000003	0.000003	296.463593	16.855667	34.423183	297301.562500	11982.663086	8048.037109	21889.355469
