# Annual output values extracted from ELM simulation
# Source file: tmp13ew0qwp.nc
# Years: 1992 - 2014
#
# Variables:
#   GPP: gross primary production (annual sum, gC/m2/yr)
#   NPP: net primary production (annual sum, gC/m2/yr)
#   ER: total ecosystem respiration, autotrophic + heterotrophic (annual sum, gC/m2/yr)
#   NEE: net ecosystem exchange of carbon, includes fire, landuse, harvest, and hrv_xsmrpool flux, positive for source (annual sum, gC/m2/yr)
#   NBP: net biome production, includes fire, landuse, and harvest flux, positive for sink (annual mean, gC/m^2/s)
#   NEP: net ecosystem production, excludes fire, landuse, and harvest flux, positive for sink (annual mean, gC/m^2/s)
#   HR: total heterotrophic respiration (annual sum, gC/m2/yr)
#   FSH: sensible heat (annual mean, W/m^2)
#   EFLX_LH_TOT: total latent heat flux [+ to atm] (annual mean, W/m^2)
#   FPSN: photosynthesis (annual mean daily flux, umol/m2/day)
#   TOTSOMC: total soil organic matter carbon (annual mean, gC/m^2)
#   TOTVEGC: total vegetation carbon, excluding cpool (annual mean, gC/m^2)
#   TOTECOSYSC: total ecosystem carbon, incl veg but excl cpool but excl product pools (annual mean, gC/m^2)
#
Year	GPP	NPP	ER	NEE	NBP	NEP	HR	FSH	EFLX_LH_TOT	FPSN	TOTSOMC	TOTVEGC	TOTECOSYSC
1992	800.607666	194.833954	788.532104	-2.788056	0.000000	0.000000	182.758377	35.543762	40.657627	182619.734375	9153.985352	2963.957764	13120.147461
1993	849.247925	209.840622	823.039368	-16.916378	0.000001	0.000001	183.631973	33.369911	37.885479	193714.656250	9158.875977	2968.751465	13134.177734
1994	836.402527	196.223160	833.942749	6.832771	-0.000000	0.000000	193.763428	30.083101	40.041267	190784.625000	9161.979492	2973.084229	13143.902344
1995	877.828979	218.355881	840.872314	-27.664536	0.000001	0.000001	181.399124	38.236366	41.618710	200234.046875	9161.870117	2982.131104	13144.690430
1996	849.586365	192.339355	856.850220	16.549068	-0.000001	-0.000000	199.603226	29.628716	44.136230	193791.859375	9161.259766	2986.506592	13157.377930
1997	813.042053	210.721710	780.236938	-23.536818	0.000001	0.000001	177.916489	36.686161	38.594109	185456.046875	9162.914062	2981.298584	13152.398438
1998	974.491028	227.200745	948.822388	-16.416975	0.000001	0.000001	201.532104	34.750401	41.996201	222282.781250	9161.893555	3019.287354	13186.717773
1999	855.615967	186.788559	857.373901	11.014200	-0.000000	-0.000000	188.546539	32.597446	43.740112	195167.187500	9163.702148	3012.252686	13186.679688
2000	896.456055	237.834778	844.940552	-42.339085	0.000001	0.000002	186.319214	34.494030	42.314533	204482.890625	9164.019531	3021.015137	13192.000000
2001	885.993530	176.803009	898.160645	21.134737	-0.000001	-0.000000	188.970184	31.666300	42.578945	202096.390625	9165.249023	3034.621338	13217.451172
2002	877.285767	227.524811	835.840942	-32.666348	0.000001	0.000001	186.080017	33.973118	42.473614	200110.140625	9169.572266	3029.482178	13207.019531
2003	884.802124	186.950623	890.949097	14.790384	-0.000000	-0.000000	193.097641	32.141861	41.577709	201824.593750	9169.239258	3043.119141	13226.657227
2004	940.862244	232.754303	902.758972	-29.553400	0.000001	0.000001	194.651001	33.493778	41.860043	214612.015625	9171.030273	3052.735352	13234.344727
2005	904.534851	181.029480	908.262390	12.226495	-0.000000	-0.000000	184.756989	31.410606	42.448978	206325.671875	9170.356445	3059.745850	13242.213867
2006	890.351562	222.557953	876.342041	-5.540228	0.000000	0.000000	208.548340	34.347176	41.912296	203090.453125	9172.168945	3055.788330	13239.021484
2007	889.246582	191.898926	875.600342	-5.280076	0.000000	0.000000	178.252609	34.639420	41.071384	202838.390625	9169.238281	3066.992920	13238.164062
2008	870.210205	215.435806	849.640930	-12.413219	0.000000	0.000001	194.866531	29.500246	42.675167	198496.187500	9170.999023	3064.066406	13246.030273
2009	934.710510	211.679962	915.731995	-11.119689	0.000000	0.000001	192.701508	30.844576	42.949764	213208.781250	9169.721680	3093.526611	13268.802734
2010	1026.437378	230.220917	986.071106	-32.768913	0.000001	0.000001	189.854675	31.147188	42.927235	234131.781250	9168.091797	3124.139404	13291.870117
2011	899.275085	182.610001	922.331116	30.571962	-0.000001	-0.000001	205.666031	29.700781	42.552559	205125.921875	9169.739258	3117.739746	13294.087891
2012	971.855530	243.360580	926.004150	-38.386951	0.000001	0.000001	197.509201	37.975834	42.371796	221681.609375	9168.771484	3134.947266	13297.150391
2013	912.162720	194.509521	899.411560	-5.664232	0.000000	0.000000	181.758377	34.014923	42.060921	208065.593750	9165.221680	3149.146973	13306.105469
2014	876.340759	209.252792	862.604370	-7.259986	0.000000	0.000000	195.516464	26.088453	44.281147	199894.578125	9167.938477	3147.954346	13317.588867
