# Annual output values extracted from ELM simulation
# Source file: tmptqysl628.nc
# Years: 1998 - 2014
#
# Variables:
#   GPP: gross primary production (annual sum, gC/m2/yr)
#   NPP: net primary production (annual sum, gC/m2/yr)
#   ER: total ecosystem respiration, autotrophic + heterotrophic (annual sum, gC/m2/yr)
#   NEE: net ecosystem exchange of carbon, includes fire, landuse, harvest, and hrv_xsmrpool flux, positive for source (annual sum, gC/m2/yr)
#   NBP: net biome production, includes fire, landuse, and harvest flux, positive for sink (annual mean, gC/m^2/s)
#   NEP: net ecosystem production, excludes fire, landuse, and harvest flux, positive for sink (annual mean, gC/m^2/s)
#   HR: total heterotrophic respiration (annual sum, gC/m2/yr)
#   FSH: sensible heat (annual mean, W/m^2)
#   EFLX_LH_TOT: total latent heat flux [+ to atm] (annual mean, W/m^2)
#   FPSN: photosynthesis (annual mean daily flux, umol/m2/day)
#   TOTSOMC: total soil organic matter carbon (annual mean, gC/m^2)
#   TOTVEGC: total vegetation carbon, excluding cpool (annual mean, gC/m^2)
#   TOTECOSYSC: total ecosystem carbon, incl veg but excl cpool but excl product pools (annual mean, gC/m^2)
#
Year	GPP	NPP	ER	NEE	NBP	NEP	HR	FSH	EFLX_LH_TOT	FPSN	TOTSOMC	TOTVEGC	TOTECOSYSC
1998	1425.655884	528.685120	1332.937256	-86.417091	0.000003	0.000003	435.966339	18.783777	32.807716	325194.156250	17926.550781	11123.961914	32278.011719
1999	1431.274292	523.486755	1294.147583	-130.925217	0.000004	0.000004	386.360077	20.461893	32.713963	326475.656250	17934.478516	11166.407227	32366.509766
2000	1487.311523	566.191040	1409.270508	-71.800194	0.000002	0.000002	488.150116	21.312914	31.696981	339257.812500	17943.375000	11227.588867	32453.638672
2001	1490.520874	549.682495	1370.937622	-113.233444	0.000004	0.000004	430.099335	19.590427	32.917953	339989.875000	17945.039062	11301.796875	32541.576172
2002	1488.935425	558.083008	1344.782349	-137.657227	0.000004	0.000005	413.929932	20.450083	34.537067	339628.250000	17949.117188	11373.333008	32636.429688
2003	1392.526611	511.989899	1343.425293	-42.429752	0.000001	0.000002	462.888702	21.032104	30.766487	317637.281250	17959.062500	11410.500977	32765.476562
2004	1502.968628	546.155945	1521.754272	25.547235	-0.000001	-0.000001	564.941528	21.458086	29.632990	342829.312500	17962.177734	11464.179688	32733.337891
2005	1547.422119	566.046387	1510.373657	-30.186701	0.000001	0.000001	528.998047	19.696972	31.296721	352969.187500	17952.671875	11536.510742	32740.433594
2006	1510.334839	531.522827	1484.233887	-19.006697	0.000001	0.000001	505.421936	19.085318	31.498899	344509.500000	17948.253906	11602.605469	32791.730469
2007	1582.618042	567.921204	1514.702759	-60.562866	0.000002	0.000002	500.005768	17.849813	34.816528	360997.406250	17945.046875	11665.802734	32836.753906
2008	1529.006226	550.331116	1466.305664	-55.212875	0.000002	0.000002	487.630493	18.179239	31.660938	348768.468750	17946.773438	11730.677734	32909.437500
2009	1497.929810	535.208008	1442.865845	-47.571198	0.000002	0.000002	480.143921	22.612339	33.203270	341679.906250	17948.886719	11765.505859	32951.855469
2010	1427.648682	472.816345	1363.811401	-56.279850	0.000002	0.000002	408.979126	21.391657	35.415432	325648.656250	17955.046875	11784.523438	33018.691406
2011	1539.473389	545.186646	1485.377686	-46.394398	0.000001	0.000002	491.091034	17.261114	33.219471	351156.062500	17966.121094	11809.264648	33105.152344
2012	1538.920288	562.101624	1492.298462	-38.708519	0.000001	0.000001	515.479797	21.518839	32.574059	351029.875000	17970.658203	11865.613281	33143.664062
2013	1547.335693	543.816833	1551.360840	12.184646	-0.000000	-0.000000	547.842041	17.983763	31.169592	352949.437500	17966.484375	11900.186523	33120.097656
2014	1502.687988	553.663696	1365.926514	-128.395706	0.000004	0.000004	416.902191	17.524708	34.716160	342765.250000	17967.164062	11939.109375	33173.398438
