# Annual output values extracted from ELM simulation
# Source file: tmp6t5wqwpb.nc
# Years: 2001 - 2014
#
# Variables:
#   GPP: gross primary production (annual sum, gC/m2/yr)
#   NPP: net primary production (annual sum, gC/m2/yr)
#   ER: total ecosystem respiration, autotrophic + heterotrophic (annual sum, gC/m2/yr)
#   NEE: net ecosystem exchange of carbon, includes fire, landuse, harvest, and hrv_xsmrpool flux, positive for source (annual sum, gC/m2/yr)
#   NBP: net biome production, includes fire, landuse, and harvest flux, positive for sink (annual mean, gC/m^2/s)
#   NEP: net ecosystem production, excludes fire, landuse, and harvest flux, positive for sink (annual mean, gC/m^2/s)
#   HR: total heterotrophic respiration (annual sum, gC/m2/yr)
#   FSH: sensible heat (annual mean, W/m^2)
#   EFLX_LH_TOT: total latent heat flux [+ to atm] (annual mean, W/m^2)
#   FPSN: photosynthesis (annual mean daily flux, umol/m2/day)
#   TOTSOMC: total soil organic matter carbon (annual mean, gC/m^2)
#   TOTVEGC: total vegetation carbon, excluding cpool (annual mean, gC/m^2)
#   TOTECOSYSC: total ecosystem carbon, incl veg but excl cpool but excl product pools (annual mean, gC/m^2)
#
Year	GPP	NPP	ER	NEE	NBP	NEP	HR	FSH	EFLX_LH_TOT	FPSN	TOTSOMC	TOTVEGC	TOTECOSYSC
2001	1278.528198	675.776672	1182.135742	-96.392487	0.000003	0.000003	579.384155	57.598591	54.652409	291634.093750	22202.242188	16903.177734	44738.601562
2002	1264.169312	644.010559	1158.878662	-105.290657	0.000003	0.000003	538.719971	57.421329	49.877884	288358.812500	22208.083984	16986.158203	44851.132812
2003	1239.070679	636.643494	1135.011108	-104.059486	0.000003	0.000003	532.584045	59.334370	49.051060	282633.781250	22222.232422	16968.919922	44945.941406
2004	1245.303711	635.620300	1144.567383	-100.736389	0.000003	0.000003	534.883911	60.267433	48.836174	284055.531250	22235.429688	17018.400391	45061.507812
2005	1431.390381	760.638977	1251.957031	-179.433365	0.000006	0.000006	581.205688	55.416855	55.500092	326502.156250	22246.593750	17123.443359	45200.675781
2006	1168.412964	592.465088	1050.740479	-117.672554	0.000004	0.000004	474.792542	61.391705	43.324520	266516.656250	22261.208984	17205.847656	45374.863281
2007	1260.447510	657.895020	1166.428833	-94.018753	0.000003	0.000003	563.876282	57.186745	53.534798	287509.906250	22278.638672	17179.935547	45436.015625
2008	1415.801147	772.863098	1226.573608	-189.227661	0.000006	0.000006	583.635437	55.909000	56.611717	322946.250000	22287.425781	17315.974609	45594.863281
2009	1174.072754	596.509766	1141.644409	-32.428299	0.000001	0.000001	564.081421	63.265388	47.977161	267807.656250	22298.697266	17383.207031	45706.082031
2010	1372.765869	718.174988	1282.045532	-90.720245	0.000003	0.000003	627.454773	56.124260	57.469677	313129.812500	22303.054688	17433.652344	45756.554688
2011	1534.811890	839.539734	1352.825928	-181.985977	0.000006	0.000006	657.553772	52.040817	59.563614	350092.812500	22303.302734	17608.070312	45901.738281
2012	1421.554810	756.479980	1280.787476	-140.767395	0.000004	0.000004	615.712463	55.815845	55.429478	324258.656250	22306.857422	17810.041016	46095.003906
2013	1214.443726	572.454163	1202.553955	-11.889928	0.000000	0.000000	560.564270	58.598053	50.788044	277016.343750	22313.158203	17809.095703	46131.117188
2014	1117.873779	470.548248	1242.096802	124.222977	-0.000004	-0.000004	594.771240	58.587135	51.543793	254988.578125	22314.804688	17683.978516	46023.792969
