TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_CUT_REF,NEE_VUT_REF,NEE_CUT_REF_QC,NEE_VUT_REF_QC,NEE_CUT_REF_RANDUNC,NEE_VUT_REF_RANDUNC,NEE_CUT_REF_JOINTUNC,NEE_VUT_REF_JOINTUNC,NEE_CUT_USTAR50,NEE_VUT_USTAR50,NEE_CUT_USTAR50_QC,NEE_VUT_USTAR50_QC,NEE_CUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_RANDUNC,NEE_CUT_USTAR50_JOINTUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_CUT_MEAN,NEE_VUT_MEAN,NEE_CUT_MEAN_QC,NEE_VUT_MEAN_QC,NEE_CUT_SE,NEE_VUT_SE,NEE_CUT_05,NEE_CUT_16,NEE_CUT_25,NEE_CUT_50,NEE_CUT_75,NEE_CUT_84,NEE_CUT_95,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_CUT_05_QC,NEE_CUT_16_QC,NEE_CUT_25_QC,NEE_CUT_50_QC,NEE_CUT_75_QC,NEE_CUT_84_QC,NEE_CUT_95_QC,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_CUT_REF_NIGHT,NEE_VUT_REF_NIGHT,NEE_CUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_SD,NEE_CUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_QC,NEE_CUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_CUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_CUT_REF_DAY,NEE_VUT_REF_DAY,NEE_CUT_REF_DAY_SD,NEE_VUT_REF_DAY_SD,NEE_CUT_REF_DAY_QC,NEE_VUT_REF_DAY_QC,NEE_CUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_RANDUNC,NEE_CUT_REF_DAY_JOINTUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_CUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT,NEE_CUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_SD,NEE_CUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_QC,NEE_CUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_CUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_CUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY,NEE_CUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_SD,NEE_CUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_QC,NEE_CUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_CUT_USTAR50_DAY_JOINTUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_CUT_05_NIGHT,NEE_CUT_16_NIGHT,NEE_CUT_25_NIGHT,NEE_CUT_50_NIGHT,NEE_CUT_75_NIGHT,NEE_CUT_84_NIGHT,NEE_CUT_95_NIGHT,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_CUT_05_NIGHT_QC,NEE_CUT_16_NIGHT_QC,NEE_CUT_25_NIGHT_QC,NEE_CUT_50_NIGHT_QC,NEE_CUT_75_NIGHT_QC,NEE_CUT_84_NIGHT_QC,NEE_CUT_95_NIGHT_QC,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_CUT_05_DAY,NEE_CUT_16_DAY,NEE_CUT_25_DAY,NEE_CUT_50_DAY,NEE_CUT_75_DAY,NEE_CUT_84_DAY,NEE_CUT_95_DAY,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_CUT_05_DAY_QC,NEE_CUT_16_DAY_QC,NEE_CUT_25_DAY_QC,NEE_CUT_50_DAY_QC,NEE_CUT_75_DAY_QC,NEE_CUT_84_DAY_QC,NEE_CUT_95_DAY_QC,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,RECO_NT_CUT_REF,RECO_NT_CUT_USTAR50,RECO_NT_CUT_MEAN,RECO_NT_CUT_SE,RECO_NT_CUT_05,RECO_NT_CUT_16,RECO_NT_CUT_25,RECO_NT_CUT_50,RECO_NT_CUT_75,RECO_NT_CUT_84,RECO_NT_CUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,GPP_NT_CUT_REF,GPP_NT_CUT_USTAR50,GPP_NT_CUT_MEAN,GPP_NT_CUT_SE,GPP_NT_CUT_05,GPP_NT_CUT_16,GPP_NT_CUT_25,GPP_NT_CUT_50,GPP_NT_CUT_75,GPP_NT_CUT_84,GPP_NT_CUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,RECO_DT_CUT_REF,RECO_DT_CUT_USTAR50,RECO_DT_CUT_MEAN,RECO_DT_CUT_SE,RECO_DT_CUT_05,RECO_DT_CUT_16,RECO_DT_CUT_25,RECO_DT_CUT_50,RECO_DT_CUT_75,RECO_DT_CUT_84,RECO_DT_CUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,GPP_DT_CUT_REF,GPP_DT_CUT_USTAR50,GPP_DT_CUT_MEAN,GPP_DT_CUT_SE,GPP_DT_CUT_05,GPP_DT_CUT_16,GPP_DT_CUT_25,GPP_DT_CUT_50,GPP_DT_CUT_75,GPP_DT_CUT_84,GPP_DT_CUT_95,RECO_SR,RECO_SR_N
2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-12.641,-13.633,1.211,-9999,-9999,-13.035,0.388927,-13.735,1.205,0.39165,-9999,-9999,-9999,-9999,-9999,92.232,94.891,0.387329,-9999,-9999,251.15,250.154,0.387043,-9999,-9999,189.644,189.644,0.0,-9999,-9999,1.095,1.095,0.0,101.234,101.277,0.385217,174.801,217.378,0.0103881,3.621,3.906,0.38516,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.87019,0.508619,19.0281,0.388927,-9999,-9999,10.4973,0.388927,-9999,-9999,-9999,-9999,0.0,0.0,-55.896,-55.4925,0.377683,0.37774,-9999,-9999,-9999,-9999,-54.6179,-52.0997,0.37774,0.37774,-9999,-9999,-9999,-9999,-52.7015,-51.2277,0.377677,0.377598,1.17217,1.40245,-60.6348,-58.3147,-57.7536,-54.6672,-51.7563,-45.9507,-34.4573,-60.7034,-60.2433,-58.0489,-54.6179,-45.9184,-36.6891,-34.4573,0.378881,0.377568,0.378881,0.378767,0.377797,0.375171,0.376484,0.378881,0.377511,0.378881,0.37774,0.375114,0.376884,0.376484,0.603796,0.60672,0.400902,0.383386,0.377746,0.377995,-9999,-9999,-9999,-9999,-0.637906,-0.638839,0.796666,0.792506,-2247.63,-2247.63,-9999,-9999,-9999,-9999,0.608131,0.611685,0.382685,0.379436,0.377995,0.377995,-9999,-9999,-9999,-9999,-0.636868,-0.6303,0.792183,0.792039,0.462463,0.462463,-9999,-9999,-9999,-9999,0.592194,0.600727,0.604542,0.613484,0.622785,0.6522,0.69477,0.589811,0.597763,0.602466,0.61191,0.652005,0.690632,0.694301,0.379406,0.377746,0.379406,0.377995,0.377746,0.37401,0.377746,0.379406,0.377746,0.379406,0.377995,0.37401,0.377746,0.377746,-1835.97,-1835.96,-1835.95,-1835.95,-1835.95,-1835.95,-1835.94,-1835.97,-1835.95,-1835.95,-1835.95,-1835.95,-1835.95,-1835.94,-1835.06,-1835.06,-1835.06,-1835.05,-1835.06,-1835.06,-1835.06,-1835.06,-1835.06,-1835.05,-1835.05,-1835.06,-1835.06,-1835.06,219.886,222.388,224.433,1.27742,212.287,214.773,220.632,222.28,228.411,233.618,237.3,222.574,222.388,223.402,0.960629,212.752,219.812,221.137,222.0,224.049,226.2,235.85,275.969,274.488,275.661,0.994068,269.206,271.045,271.501,274.272,278.026,279.176,281.88,275.099,277.006,276.103,0.776307,269.22,271.415,272.71,275.099,279.142,280.264,281.88,200.404,213.959,246.633,9.56534,187.327,188.408,204.393,214.234,332.977,335.3,339.28,203.984,214.234,236.757,8.13793,186.981,202.828,207.228,213.541,233.468,333.436,336.251,278.3,287.452,493.849,50.8885,275.071,276.275,283.023,289.01,970.248,983.249,983.67,308.447,287.953,425.92,44.2555,275.437,278.403,284.107,288.879,303.999,973.205,983.456,-9999,-9999
2004,9.224,0.244365,7.546,1.1,0.2423,-9999,-9999,-9999,-14.333,-15.215,1.21,-9999,-9999,-13.997,0.244365,-14.936,1.189,0.2423,-9999,-9999,-9999,137.135,0.257741,87.111,90.752,0.257741,285.142,0.2574,248.936,248.132,0.2574,-9999,-9999,185.593,185.593,0.0,-9999,-9999,0.945,0.945,0.0,101.539,101.519,0.256091,153.478,184.032,0.00717213,3.529,3.626,0.182491,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,370.58,0.218864,-0.692,-1.638,-3.399,0.2574,0.2574,0.2574,2.76689,0.367372,21.7922,0.216929,-9999,-9999,15.5393,0.26036,-9999,-9999,-9999,-9999,0.0,0.0,-130.455,-129.207,0.205715,0.205772,-9999,-9999,-9999,-9999,-129.221,-129.006,0.205772,0.205772,-9999,-9999,-9999,-9999,-136.816,-138.23,0.205991,0.206112,1.10486,1.10634,-150.713,-143.431,-141.869,-137.125,-129.898,-129.106,-128.799,-152.896,-143.586,-141.891,-139.358,-132.194,-129.207,-128.32,0.1986,0.20526,0.213684,0.205373,0.20691,0.205772,0.206113,0.204577,0.20469,0.212716,0.210895,0.20543,0.205772,0.205829,0.463379,0.501213,0.568492,0.568199,0.20413,0.20413,-9999,-9999,-9999,-9999,-0.850016,-0.853288,1.41543,1.42032,-2281.4,-2281.4,-9999,-9999,-9999,-9999,0.501035,0.50154,0.568247,0.567776,0.20413,0.20413,-9999,-9999,-9999,-9999,-0.853325,-0.853213,1.42061,1.42062,0.255993,0.255993,-9999,-9999,-9999,-9999,0.358216,0.375478,0.420936,0.43955,0.468146,0.479579,0.50124,0.359143,0.410814,0.420936,0.432162,0.469702,0.482913,0.50154,0.201964,0.201574,0.198385,0.206537,0.213277,0.205627,0.20413,0.201574,0.190348,0.198385,0.207084,0.213583,0.205627,0.20413,-1858.5,-1858.45,-1858.44,-1858.43,-1858.39,-1858.38,-1858.38,-1858.5,-1858.45,-1858.45,-1858.43,-1858.4,-1858.39,-1858.38,-1857.54,-1857.53,-1857.53,-1857.53,-1857.53,-1857.53,-1857.53,-1857.54,-1857.53,-1857.53,-1857.53,-1857.52,-1857.53,-1857.53,238.647,239.831,245.187,1.83926,229.33,237.176,238.647,242.46,246.279,250.126,269.46,241.264,239.831,246.872,2.13043,232.927,236.12,239.439,243.981,247.332,254.392,280.123,370.771,368.837,383.417,2.17416,367.69,368.598,369.051,384.37,391.15,396.03,411.329,371.939,369.051,383.688,2.28666,366.608,368.537,369.085,383.924,391.52,396.994,410.046,305.552,349.903,334.646,10.1148,219.57,278.823,305.552,338.627,366.862,371.722,420.409,367.401,349.938,343.321,9.32554,219.581,300.463,325.496,350.568,368.432,377.218,394.81,829.167,832.66,807.301,20.7564,390.219,817.349,827.064,833.434,845.258,857.648,949.963,840.487,832.648,814.792,17.5407,390.219,820.33,827.984,832.795,845.412,848.622,869.523,-9999,-9999
2005,5.085,0.225285,4.532,1.185,0.222845,-9999,-9999,-9999,-12.201,-13.228,1.252,-9999,-9999,-12.064,0.225285,-13.196,1.259,0.222845,-9999,-9999,-9999,146.996,0.158447,98.053,98.75,0.158447,313.421,0.158333,250.752,250.977,0.158333,-9999,-9999,188.917,190.541,0.158219,-9999,-9999,1.144,1.147,0.158276,101.527,101.516,0.157705,132.563,174.178,0.00936073,3.551,3.612,0.157705,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,362.655,0.208276,9.27,9.013,-9999,0.158333,0.158333,-9999,3.35566,0.507249,27.3391,0.204566,-9999,0.240425,27.0617,0.222774,-9999,0.240001,-9999,-9999,1.30411,11.547,-435.906,-436.043,0.185616,0.185788,6.07795,6.04315,28.9854,29.8164,-436.013,-435.225,0.185788,0.186358,6.04315,5.99989,28.9781,29.8076,-431.084,-425.932,0.186513,0.186376,3.45704,4.051,-454.469,-452.551,-446.014,-436.197,-435.292,-395.869,-393.185,-454.469,-453.56,-451.474,-435.63,-397.382,-395.164,-393.197,0.192808,0.192352,0.190126,0.185845,0.187386,0.181279,0.180251,0.192808,0.195263,0.192237,0.187043,0.180365,0.178596,0.180251,-0.0523963,-0.0536118,0.909612,0.908755,0.171969,0.171969,0.0479388,0.0483717,0.296889,0.29844,-2.03751,-2.0375,1.35087,1.34977,-2247.86,-2247.86,0.0170201,0.0168841,0.0218278,0.023504,-0.0535321,-0.034727,0.908755,0.903727,0.171969,0.17213,0.0483717,0.0483576,0.296959,0.298437,-2.0375,-2.03707,1.34977,1.34783,0.236054,0.236978,0.0168841,0.016746,0.021722,0.023405,-0.187131,-0.177677,-0.167136,-0.0535321,-0.034727,0.408309,0.429499,-0.187131,-0.180727,-0.177336,-0.0364785,0.402943,0.40826,0.429248,0.18239,0.186315,0.177922,0.171969,0.17213,0.163894,0.163122,0.18239,0.187888,0.181202,0.173652,0.165755,0.165755,0.163122,-1837.12,-1837.12,-1837.11,-1837.1,-1837.1,-1837.1,-1837.09,-1837.12,-1837.12,-1837.12,-1837.1,-1837.1,-1837.09,-1837.09,-1835.23,-1835.23,-1835.23,-1835.24,-1835.24,-1835.24,-1835.25,-1835.23,-1835.23,-1835.23,-1835.24,-1835.25,-1835.25,-1835.25,348.6,348.858,350.534,0.549557,344.936,347.169,348.6,350.315,351.711,351.806,357.829,344.936,348.542,349.08,0.802082,343.027,343.302,346.207,348.689,350.764,351.711,357.829,784.676,784.135,776.433,4.08512,736.157,744.994,747.207,784.224,802.653,804.309,806.506,780.606,784.607,780.144,3.43985,736.062,744.914,778.989,784.758,792.54,802.462,805.704,315.668,157.936,292.15,13.837,156.084,157.936,174.755,321.798,346.888,383.694,408.664,240.302,160.195,269.85,13.2135,156.084,160.195,174.487,276.225,326.885,346.888,402.009,933.634,850.009,931.159,9.19447,849.658,851.753,862.182,933.634,959.992,1003.29,1025.39,946.595,851.721,918.172,8.28303,849.658,853.694,863.823,917.669,946.595,957.125,1025.27,-9999,-9999
2006,-7.296,0.275,-7.889,2.423,0.272086,-9999,-9999,-9999,-12.993,-13.882,1.34,-9999,-9999,-12.729,0.275,-13.568,1.376,0.272086,-9999,-9999,-9999,160.989,0.174658,88.27,88.448,0.174658,318.019,0.0,252.372,252.372,0.0,183.358,0.0,191.881,191.881,0.0,1.624,0.0,0.917,0.917,0.0,101.362,101.351,0.173459,220.517,267.289,0.00987443,3.7,3.804,0.164269,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,352.477,0.179566,-0.319,0.51,-9999,0.174315,0.174315,-9999,2.07228,0.345833,17.4298,0.178596,-9999,-9999,10.1795,0.268436,-9999,-9999,-9999,-9999,0.0,0.0,-199.102,-182.647,0.176199,0.176826,-9999,-9999,-9999,-9999,-201.557,-182.706,0.176256,0.176826,-9999,-9999,-9999,-9999,-194.083,-185.412,0.174814,0.176361,2.68414,2.45097,-218.053,-209.958,-208.18,-199.102,-174.189,-172.725,-168.792,-209.135,-206.975,-200.685,-182.706,-168.773,-168.72,-168.399,0.169349,0.175,0.176541,0.176199,0.176826,0.176884,0.176884,0.175114,0.174772,0.176256,0.176826,0.176884,0.176884,0.176998,0.229838,0.260779,0.786827,0.70106,0.177335,0.177335,-9999,-9999,-9999,-9999,-0.812756,-0.793614,1.08869,1.052,-2247.88,-2247.88,-9999,-9999,-9999,-9999,0.224676,0.260605,0.782625,0.702236,0.177335,0.177335,-9999,-9999,-9999,-9999,-0.816897,-0.793896,1.08783,1.05244,0.217125,0.21848,-9999,-9999,-9999,-9999,0.19448,0.195863,0.202791,0.245738,0.291098,0.307009,0.312388,0.195021,0.201909,0.227107,0.260605,0.307009,0.307249,0.3079,0.177335,0.177335,0.177335,0.16621,0.177335,0.177335,0.16621,0.177335,0.177335,0.177335,0.177335,0.177335,0.177335,0.177335,-1836.28,-1836.13,-1836.11,-1836.1,-1836.08,-1836.07,-1836.07,-1836.11,-1836.1,-1836.1,-1836.08,-1836.07,-1836.07,-1836.07,-1835.26,-1835.26,-1835.26,-1835.26,-1835.25,-1835.25,-1835.25,-1835.26,-1835.25,-1835.26,-1835.25,-1835.25,-1835.25,-1835.25,164.753,156.09,162.585,3.83206,138.655,139.773,140.211,156.09,164.753,198.132,199.059,164.753,206.614,178.706,4.95466,126.315,140.211,156.09,164.753,206.366,207.248,216.567,353.354,338.796,347.997,5.99428,308.16,308.737,308.973,338.796,372.915,396.012,407.267,352.29,408.171,372.789,7.18512,299.039,309.042,329.672,373.047,408.207,411.586,433.208,344.516,312.999,349.463,4.73468,297.925,319.466,327.617,344.516,365.385,383.881,398.645,328.086,398.381,332.689,7.75162,242.653,281.69,300.191,336.394,365.385,383.881,398.636,778.241,722.46,758.125,3.7161,695.689,723.48,755.302,760.126,777.448,779.215,785.087,768.913,785.286,759.826,4.33071,695.689,723.48,746.748,767.321,778.241,784.153,794.348,-9999,-9999
2007,7.585,0.251256,6.077,1.441,0.256164,-9999,-9999,-9999,-11.134,-12.068,1.227,-9999,-9999,-10.65,0.251256,-11.558,1.186,0.256164,-9999,-9999,-9999,153.39,0.317466,88.319,89.044,0.317466,300.715,0.306849,258.401,257.916,0.306849,287.76,0.0,202.913,202.913,0.0,1.628,0.0,1.114,1.114,0.0,101.106,101.114,0.32911,226.993,346.901,0.0231164,3.523,3.618,0.338185,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,351.054,0.222432,9.715,10.722,-9999,0.334304,0.304167,-9999,2.565,0.543379,36.0731,0.22266,-9999,-9999,15.6587,0.251142,-9999,-9999,-9999,-9999,0.0,0.0,-260.166,-261.59,0.200114,0.201427,-9999,-9999,-9999,-9999,-260.52,-276.589,0.200114,0.211187,-9999,-9999,-9999,-9999,-264.644,-265.319,0.207193,0.20918,2.2369,2.08639,-285.862,-282.919,-279.316,-263.743,-254.3,-250.906,-245.536,-284.166,-280.969,-279.179,-269.152,-254.836,-248.313,-245.639,0.218493,0.21855,0.218893,0.2,0.199886,0.199087,0.199658,0.21855,0.21855,0.218836,0.21855,0.199087,0.199772,0.199886,0.725144,0.725488,0.563138,0.550483,0.201619,0.201619,-9999,-9999,-9999,-9999,-1.43092,-1.46129,1.37404,1.35973,-2247.85,-2247.85,-9999,-9999,-9999,-9999,0.725745,0.667351,0.561705,0.556927,0.201619,0.221119,-9999,-9999,-9999,-9999,-1.43321,-1.46214,1.37507,1.36029,0.248987,0.252945,-9999,-9999,-9999,-9999,0.649733,0.654779,0.669441,0.716117,0.725144,0.726439,0.731248,0.657279,0.664971,0.667351,0.689996,0.728272,0.734983,0.739353,0.221119,0.234563,0.23509,0.201619,0.201619,0.201619,0.201619,0.234457,0.221119,0.221119,0.234563,0.201619,0.201619,0.201619,-1836.64,-1836.64,-1836.63,-1836.61,-1836.59,-1836.59,-1836.56,-1836.64,-1836.64,-1836.64,-1836.62,-1836.59,-1836.57,-1836.56,-1835.23,-1835.23,-1835.23,-1835.23,-1835.23,-1835.23,-1835.23,-1835.23,-1835.23,-1835.23,-1835.23,-1835.23,-1835.23,-1835.23,259.493,261.013,260.104,0.5967,251.721,256.325,258.521,260.303,263.067,263.994,264.294,262.643,261.006,259.771,0.740842,248.009,253.961,257.718,260.263,262.643,264.043,265.691,517.059,537.602,525.422,2.20967,497.739,508.154,513.037,527.555,536.147,541.027,544.547,548.724,521.526,524.415,2.61111,491.484,508.29,510.096,524.078,533.277,542.918,548.724,434.955,396.2,407.643,3.15287,380.745,391.078,393.359,401.978,427.274,434.859,436.973,397.237,404.015,403.702,3.27086,381.774,383.998,391.506,396.748,404.231,430.471,452.884,633.929,627.02,623.142,2.1914,589.867,617.155,620.493,626.107,630.218,633.929,637.344,621.892,632.473,622.784,2.09347,589.892,613.307,616.33,626.107,630.108,633.101,642.08,-9999,-9999
2008,1.124,0.408527,1.017,0.921,0.409001,-9999,-9999,-9999,-12.54,-13.501,1.241,-9999,-9999,-12.642,0.408527,-13.157,1.255,0.409001,-9999,-9999,-9999,137.022,0.395093,93.94,97.876,0.395093,260.926,0.414504,250.768,247.44,0.414504,235.707,0.0,188.945,188.945,0.0,1.627,0.0,1.165,1.165,0.0,101.3,101.243,0.399476,183.413,268.208,0.0161088,3.629,3.822,0.443932,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,349.904,0.396118,0.512,1.103,-9999,0.400899,0.391337,-9999,0.842382,0.39128,12.9279,0.394126,-9999,-9999,8.56747,0.408071,-9999,-9999,-9999,-9999,0.0,0.0,-69.6545,-63.6315,0.39054,0.390653,-9999,-9999,-9999,-9999,-67.2267,-53.7544,0.390597,0.390653,-9999,-9999,-9999,-9999,-58.8693,-57.0713,0.389855,0.390376,2.04305,1.90361,-75.5045,-69.8626,-68.6806,-65.0538,-47.2024,-44.4502,-39.1602,-75.5045,-68.7199,-67.9965,-61.4117,-46.4379,-44.4502,-39.8333,0.382741,0.390141,0.390141,0.390597,0.391678,0.391564,0.392418,0.382741,0.390141,0.390027,0.390653,0.391393,0.391564,0.392532,0.556246,0.567424,0.291212,0.300262,0.404789,0.404789,-9999,-9999,-9999,-9999,-0.63142,-0.606116,0.798104,0.804877,-2281.18,-2281.18,-9999,-9999,-9999,-9999,0.560533,0.576776,0.29422,0.301565,0.404789,0.404789,-9999,-9999,-9999,-9999,-0.619483,-0.555616,0.790707,0.806102,0.468878,0.468983,-9999,-9999,-9999,-9999,0.556246,0.557985,0.56402,0.571151,0.579152,0.585798,0.603394,0.557313,0.560322,0.564103,0.571151,0.578663,0.585117,0.5912,0.404789,0.404789,0.404789,0.404789,0.394637,0.404789,0.404789,0.404789,0.404789,0.404789,0.404789,0.404789,0.404789,0.404789,-1858.31,-1858.26,-1858.25,-1858.24,-1858.16,-1858.16,-1858.15,-1858.31,-1858.25,-1858.25,-1858.23,-1858.16,-1858.15,-1858.15,-1857.36,-1857.36,-1857.36,-1857.36,-1857.35,-1857.35,-1857.35,-1857.36,-1857.36,-1857.36,-1857.36,-1857.35,-1857.35,-1857.35,213.993,212.244,214.472,3.71085,201.185,201.796,202.361,211.39,214.208,217.682,228.488,208.325,213.993,218.006,3.97843,201.238,202.294,203.786,211.581,215.78,226.792,274.975,281.324,265.998,271.544,5.02631,240.901,245.767,247.411,266.145,281.324,284.359,296.55,262.527,281.22,276.875,5.36717,239.251,245.694,248.998,279.556,284.477,295.177,346.743,182.729,184.311,178.382,2.24166,151.333,161.163,170.266,177.727,185.498,196.301,202.505,158.306,174.85,179.009,2.30713,155.857,162.906,169.693,178.39,187.187,197.436,202.994,299.065,305.945,312.09,12.9888,282.613,285.1,285.385,290.711,302.305,306.387,310.598,279.986,301.724,317.369,15.6411,275.804,279.621,282.921,286.168,300.459,303.875,648.095,-9999,-9999
