TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_CUT_REF,NEE_VUT_REF,NEE_CUT_REF_QC,NEE_VUT_REF_QC,NEE_CUT_REF_RANDUNC,NEE_VUT_REF_RANDUNC,NEE_CUT_REF_JOINTUNC,NEE_VUT_REF_JOINTUNC,NEE_CUT_USTAR50,NEE_VUT_USTAR50,NEE_CUT_USTAR50_QC,NEE_VUT_USTAR50_QC,NEE_CUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_RANDUNC,NEE_CUT_USTAR50_JOINTUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_CUT_MEAN,NEE_VUT_MEAN,NEE_CUT_MEAN_QC,NEE_VUT_MEAN_QC,NEE_CUT_SE,NEE_VUT_SE,NEE_CUT_05,NEE_CUT_16,NEE_CUT_25,NEE_CUT_50,NEE_CUT_75,NEE_CUT_84,NEE_CUT_95,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_CUT_05_QC,NEE_CUT_16_QC,NEE_CUT_25_QC,NEE_CUT_50_QC,NEE_CUT_75_QC,NEE_CUT_84_QC,NEE_CUT_95_QC,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_CUT_REF_NIGHT,NEE_VUT_REF_NIGHT,NEE_CUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_SD,NEE_CUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_QC,NEE_CUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_CUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_CUT_REF_DAY,NEE_VUT_REF_DAY,NEE_CUT_REF_DAY_SD,NEE_VUT_REF_DAY_SD,NEE_CUT_REF_DAY_QC,NEE_VUT_REF_DAY_QC,NEE_CUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_RANDUNC,NEE_CUT_REF_DAY_JOINTUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_CUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT,NEE_CUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_SD,NEE_CUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_QC,NEE_CUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_CUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_CUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY,NEE_CUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_SD,NEE_CUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_QC,NEE_CUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_CUT_USTAR50_DAY_JOINTUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_CUT_05_NIGHT,NEE_CUT_16_NIGHT,NEE_CUT_25_NIGHT,NEE_CUT_50_NIGHT,NEE_CUT_75_NIGHT,NEE_CUT_84_NIGHT,NEE_CUT_95_NIGHT,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_CUT_05_NIGHT_QC,NEE_CUT_16_NIGHT_QC,NEE_CUT_25_NIGHT_QC,NEE_CUT_50_NIGHT_QC,NEE_CUT_75_NIGHT_QC,NEE_CUT_84_NIGHT_QC,NEE_CUT_95_NIGHT_QC,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_CUT_05_DAY,NEE_CUT_16_DAY,NEE_CUT_25_DAY,NEE_CUT_50_DAY,NEE_CUT_75_DAY,NEE_CUT_84_DAY,NEE_CUT_95_DAY,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_CUT_05_DAY_QC,NEE_CUT_16_DAY_QC,NEE_CUT_25_DAY_QC,NEE_CUT_50_DAY_QC,NEE_CUT_75_DAY_QC,NEE_CUT_84_DAY_QC,NEE_CUT_95_DAY_QC,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,RECO_NT_CUT_REF,RECO_NT_CUT_USTAR50,RECO_NT_CUT_MEAN,RECO_NT_CUT_SE,RECO_NT_CUT_05,RECO_NT_CUT_16,RECO_NT_CUT_25,RECO_NT_CUT_50,RECO_NT_CUT_75,RECO_NT_CUT_84,RECO_NT_CUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,GPP_NT_CUT_REF,GPP_NT_CUT_USTAR50,GPP_NT_CUT_MEAN,GPP_NT_CUT_SE,GPP_NT_CUT_05,GPP_NT_CUT_16,GPP_NT_CUT_25,GPP_NT_CUT_50,GPP_NT_CUT_75,GPP_NT_CUT_84,GPP_NT_CUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,RECO_DT_CUT_REF,RECO_DT_CUT_USTAR50,RECO_DT_CUT_MEAN,RECO_DT_CUT_SE,RECO_DT_CUT_05,RECO_DT_CUT_16,RECO_DT_CUT_25,RECO_DT_CUT_50,RECO_DT_CUT_75,RECO_DT_CUT_84,RECO_DT_CUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,GPP_DT_CUT_REF,GPP_DT_CUT_USTAR50,GPP_DT_CUT_MEAN,GPP_DT_CUT_SE,GPP_DT_CUT_05,GPP_DT_CUT_16,GPP_DT_CUT_25,GPP_DT_CUT_50,GPP_DT_CUT_75,GPP_DT_CUT_84,GPP_DT_CUT_95,RECO_SR,RECO_SR_N
2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.282,7.667,1.688,10.601,2.597,7.526,0.833105,6.452,1.539,0.840805,8.365,1.892,0.826134,-9999,-9999,189.397,188.921,0.833219,-9999,-9999,293.339,293.339,0.0,-9999,-9999,310.1,294.215,0.832648,-9999,-9999,4.558,3.371,0.832648,87.16,87.106,0.826142,776.811,970.279,0.834932,2.694,2.976,0.730251,0.574605522259,0.668493150685,95.379857076,0.818835616438,24.8594695599,0.705479452055,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.379255,0.834361,58.4881,0.791553,55.569,0.559296,40.1423,0.792237,38.1388,0.459626,0.760845,1,9.58356,9.75068,-617.067,-544.618,0.764041,0.781507,32.9538,34.0983,75.7125,34.0983,-565.52,-544.618,0.76758,0.781507,33.7175,34.0983,76.048,34.0983,-600.37,-544.62,0.76607,0.781507,11.7835,0.00153059,-794.515,-673.602,-642.329,-565.52,-544.779,-537.273,-529.726,-544.618,-544.618,-544.618,-544.618,-544.618,-544.618,-544.618,0.740753,0.746575,0.759361,0.76758,0.772945,0.775228,0.779795,0.781507,0.781507,0.781507,0.781507,0.781507,0.781507,0.781507,6.25065,6.30187,2.82172,2.84972,0.798169,0.81282,0.104153,0.11191,0.234405,0.11191,-8.05517,-7.78344,9.79506,9.91523,0.735465,0.754006,0.139057,0.140487,0.197887,0.140487,6.42798,6.30187,2.97127,2.84972,0.797713,0.81282,0.109891,0.11191,0.23701,0.11191,-7.96715,-7.78344,9.89926,9.91523,0.742337,0.754006,0.139609,0.140487,0.198275,0.140487,5.49323,6.01459,6.14481,6.32305,6.4249,6.43458,6.45907,6.30187,6.30187,6.30187,6.30187,6.30187,6.30187,6.30187,0.76695,0.786232,0.79194,0.798169,0.811239,0.805423,0.811239,0.81282,0.81282,0.81282,0.81282,0.81282,0.81282,0.81282,-8.19408,-8.12429,-8.08636,-7.96715,-7.88028,-7.84271,-7.77744,-7.78344,-7.78344,-7.78344,-7.78344,-7.78344,-7.78344,-7.78344,0.723184,0.729628,0.733368,0.742337,0.74488,0.747059,0.751998,0.754006,0.754006,0.754006,0.754006,0.754006,0.754006,0.754006,3354.49,3354.49,3354.49,5.09725e-13,3354.49,3354.49,3354.49,3354.49,3354.49,3354.49,3354.49,3401.33,3472.99,3389.45,39.4591,2621.78,3347.11,3406.35,3471.54,3496.35,3512.81,3521.05,3899.11,3899.11,3899.11,0.0015306,3899.11,3899.11,3899.11,3899.11,3899.11,3899.11,3899.11,4049.26,4038.51,3989.82,30.9834,3416.29,3899.17,4016.32,4030.22,4046.85,4057.7,4194.43,1904.56,1904.56,1904.56,1.45636e-13,1904.56,1904.56,1904.56,1904.56,1904.56,1904.56,1904.56,1953.45,1981.9,2008.17,24.0058,1870.5,1917.59,1922.42,1978.15,2004.45,2017.65,2400.65,2988.15,2988.15,2988.15,2.18454e-13,2988.15,2988.15,2988.15,2988.15,2988.15,2988.15,2988.15,2958.53,2776.63,2933.79,15.632,2776.63,2793.75,2841.22,2958.53,2998.12,3027.62,3050.88,2712.07,0.898402
2002,9.171,0.954566,8.175,1.745,0.966888,9.948,1.929,0.945179,9.367,7.667,1.78,10.751,2.785,9.233,0.954566,8.205,1.758,0.966888,10.038,1.982,0.945179,200.305,0.955479,198.976,199.572,0.955479,-9999,-9999,287.859,287.859,0.0,298.93,0.954224,304.796,300.008,0.954224,4.343,0.954452,4.783,4.415,0.954452,87.219,87.19,0.947717,774.447,976.57,0.958105,2.769,3.048,0.955365,0.57566383689,0.831050228311,93.1896522222,0.937785388128,29.7192142275,0.799086757991,-9999,-9999,334.709,0.90605,9.787,0.957877,20.5,0.959132,-0.326077,0.955708,58.6422,0.903425,48.9913,0.399567,50.2525,0.903082,41.9823,0.361757,0.843379,1,8.68767,9.58082,-626.763,-642.753,0.86484,0.848174,74.544,75.8224,98.8972,92.0513,-690.299,-642.753,0.865982,0.848174,73.1678,75.8224,97.8641,92.0513,-673.459,-651.515,0.860174,0.836918,9.21476,8.84912,-740.903,-735.232,-728.641,-690.299,-626.763,-605.249,-571.683,-752.769,-709.528,-689.893,-646.19,-609.406,-605.136,-564.095,0.868721,0.875685,0.867922,0.865982,0.86484,0.855479,0.862443,0.776826,0.814726,0.819178,0.834817,0.856963,0.855479,0.861187,4.38106,3.92648,6.11417,6.01148,0.896398,0.871976,0.255166,0.262985,0.371387,0.535428,-6.72994,-6.50769,15.7924,15.7413,0.840218,0.828912,0.295513,0.298662,0.338468,0.349997,4.046,3.92648,6.03728,6.01148,0.8966,0.871976,0.246168,0.262985,0.365264,0.535428,-6.80751,-6.50769,15.7805,15.7413,0.842789,0.828912,0.292993,0.298662,0.33627,0.349997,3.50895,3.84136,3.84171,3.9841,4.29916,4.38106,4.56797,3.09398,3.44827,3.51058,3.9346,4.31978,4.38106,4.56876,0.820988,0.898859,0.898859,0.901352,0.887537,0.896398,0.895987,0.778464,0.818112,0.820988,0.901121,0.889557,0.896398,0.895987,-6.91712,-6.90202,-6.87034,-6.80751,-6.59962,-6.57198,-6.50767,-6.84005,-6.72994,-6.59962,-6.56426,-6.44657,-6.36498,-6.22685,0.847791,0.848641,0.848628,0.842789,0.83158,0.830712,0.829083,0.843861,0.840218,0.83158,0.815315,0.765613,0.805767,0.797472,2417.31,2555.01,2472.58,38.8644,2093.18,2168.23,2218.89,2535.24,2703.44,2724.69,2759.27,2731.89,2732.3,2686.82,24.4715,2218.89,2535.24,2703.44,2732.3,2754.41,2817.18,2826.09,3107.2,3197.76,3124.09,34.6915,2772.21,2842.84,2902.78,3140.38,3267.54,3330.84,3446.34,3330.95,3422.6,3360.28,26.8054,2903.04,3140.49,3267.65,3442.83,3473.19,3483.05,3484.61,3223.21,3552.89,3258.72,31.686,2909.58,2971.08,3134.82,3242.35,3332.26,3502.78,3552.89,3223.64,3223.21,3172.43,28.5211,2909.58,2971.08,3053.25,3162.24,3242.54,3282.86,3502.78,2672.06,3016.21,2674.97,31.0838,2423.33,2446.12,2541.43,2672.06,2768.54,2783.35,3020.99,2653.05,2672.06,2659.83,24.1839,2423.33,2516.86,2522.22,2672.06,2719.55,2783.35,2945.81,4203.86,1.0
2003,8.166,0.998402,7.089,1.682,1.0,9.024,1.935,0.9967,9.373,7.725,1.713,10.688,2.669,8.168,0.998402,7.089,1.682,1.0,9.027,1.942,0.9967,191.959,0.997945,193.32,192.036,0.997945,-9999,-9999,292.144,292.144,0.0,295.823,0.997945,308.943,295.865,0.997945,4.424,0.998402,4.663,4.425,0.998402,87.24,87.199,0.997374,1058.711,1073.276,0.999201,2.736,3.155,0.999429,0.583342781404,0.959246575342,93.5137406012,0.993493150685,27.9230146869,0.880593607306,-9999,-9999,346.194,0.981279,9.534,0.997146,21.3,0.998174,-0.302791,0.99589,52.4129,0.975114,45.2526,0.408825,54.2296,0.975342,46.8212,0.365272,0.944406,1,8.90685,10.7315,-891.84,-923.629,0.930365,0.91347,84.4721,87.3915,94.6397,92.8814,-898.622,-923.629,0.933904,0.91347,84.5992,87.3915,94.7532,92.8814,-926.325,-918.768,0.927811,0.906453,5.99418,5.03982,-986.435,-977.19,-968.278,-916.504,-894.56,-891.84,-885.9,-983.364,-954.759,-940.078,-916.426,-893.004,-891.84,-882.017,0.942694,0.941781,0.905137,0.925,0.930708,0.930365,0.934817,0.943379,0.90742,0.915753,0.925,0.899658,0.930365,0.894292,1.90271,1.95476,5.64377,5.41241,0.955709,0.930272,0.313423,0.325697,0.43105,0.480275,-5.53365,-5.8308,17.1336,17.0259,0.905625,0.894977,0.314441,0.324012,0.349913,0.370589,1.8621,1.95476,5.67083,5.41241,0.960693,0.930272,0.314495,0.325697,0.43183,0.480275,-5.55407,-5.8308,17.2161,17.0259,0.908931,0.894977,0.314527,0.324012,0.34999,0.370589,1.26801,1.32794,1.43958,1.85937,1.90271,1.91979,2.06131,1.29709,1.356,1.75154,1.89282,1.99068,2.06193,2.09911,0.971191,0.970735,0.965141,0.960998,0.955709,0.946485,0.936179,0.860973,0.890436,0.923655,0.930744,0.912107,0.936179,0.936529,-5.84807,-5.78795,-5.72491,-5.53365,-5.50744,-5.48092,-5.46877,-5.84822,-5.8308,-5.78795,-5.7046,-5.53365,-5.47106,-5.40057,0.898385,0.900914,0.902904,0.905625,0.91637,0.91438,0.917554,0.898385,0.894977,0.900914,0.883475,0.905625,0.858082,0.860181,2134.16,1970.63,2063.0,23.3201,1896.38,1915.5,1929.55,2021.16,2144.07,2218.95,2260.82,1991.41,1973.9,1952.13,13.7851,1846.25,1896.14,1896.38,1929.55,1970.63,1981.91,2134.16,3027.17,2894.26,2981.77,23.7236,2807.34,2831.81,2836.46,2972.75,3051.64,3178.9,3202.1,2849.77,2872.52,2878.46,13.6283,2807.34,2820.54,2831.89,2849.77,2891.08,2897.28,3027.24,2095.0,1887.41,2129.26,44.9209,1887.41,1891.76,1900.0,2030.96,2240.04,2314.06,2701.25,2040.35,2095.0,2084.01,23.0597,1889.97,1900.0,1953.82,2037.59,2244.03,2251.4,2296.78,1553.7,1549.77,1500.63,29.4384,1288.42,1291.47,1325.23,1506.02,1554.33,1737.18,1859.28,1454.23,1553.7,1478.57,17.4728,1288.42,1328.49,1440.15,1450.5,1553.7,1602.77,1636.94,2513.34,1.0
2004,9.462,0.961862,8.576,1.632,0.964236,10.155,1.775,0.959285,9.448,7.74,1.737,10.818,2.747,9.33,0.961862,8.431,1.628,0.964236,10.036,1.811,0.959285,196.819,0.961862,197.293,194.811,0.961862,-9999,-9999,290.716,290.716,0.0,300.307,0.961862,307.561,301.744,0.961862,4.985,0.961862,4.921,4.849,0.961862,87.179,87.159,0.958561,728.565,1002.783,0.960383,2.734,3.108,0.959016,0.571797899356,0.568989071038,98.0908306514,0.954804189435,29.3640312665,0.815573770492,-9999,-9999,355.93,0.606557,9.668,0.792577,20.5,0.731444,-0.0975246,0.791325,58.7822,0.59893,55.4395,0.589362,46.693,0.599841,44.0378,0.480452,0.574795,1,5.90984,7.79235,-513.449,-536.037,0.571721,0.569444,49.2214,49.3655,57.8109,63.299,-496.792,-536.037,0.57286,0.569444,48.5153,49.3655,57.211,63.299,-529.737,-532.16,0.57083,0.56289,4.83591,5.05828,-582.085,-557.434,-553.232,-536.915,-502.341,-496.792,-494.69,-587.036,-578.685,-558.05,-522.83,-502.121,-499.443,-494.596,0.561589,0.557946,0.576161,0.568989,0.573998,0.57286,0.573087,0.564777,0.560223,0.52311,0.571038,0.573998,0.57286,0.573087,4.18751,4.06173,3.82454,3.78673,0.586396,0.582368,0.161611,0.163596,0.242149,0.276614,-5.56515,-5.56672,9.89,9.80446,0.56176,0.560687,0.192603,0.192354,0.203184,0.196792,4.27558,4.06173,3.80154,3.78673,0.587079,0.582368,0.156256,0.163596,0.238609,0.276614,-5.55003,-5.56672,9.88095,9.80446,0.56322,0.560687,0.190808,0.192354,0.201483,0.196792,3.7591,3.91493,3.99237,4.17008,4.25175,4.27558,4.31934,3.75989,3.81145,3.94629,4.12124,4.18906,4.25755,4.28228,0.576728,0.569062,0.559946,0.593619,0.588445,0.587079,0.590212,0.576728,0.572644,0.568378,0.533608,0.5867,0.587079,0.588718,-5.67524,-5.665,-5.65652,-5.56906,-5.55027,-5.53557,-5.49145,-5.65818,-5.57474,-5.57295,-5.55091,-5.53352,-5.49162,-5.46325,0.570524,0.569574,0.569197,0.560141,0.562479,0.55592,0.535989,0.525695,0.561406,0.559684,0.56322,0.556467,0.536171,0.543364,2328.74,2251.91,2321.73,10.4665,2188.2,2237.97,2275.37,2305.19,2354.56,2391.53,2419.75,2275.37,2307.32,2299.43,8.22134,2188.2,2251.91,2264.98,2299.46,2307.32,2350.42,2391.53,2902.58,2787.94,2853.89,10.6733,2735.47,2798.2,2807.31,2825.0,2902.58,2922.05,2961.95,2788.82,2804.12,2829.16,9.51201,2727.35,2788.82,2804.12,2815.41,2845.11,2903.16,2947.22,2188.97,2175.17,2242.79,36.1549,2055.56,2058.09,2058.11,2168.05,2254.51,2469.05,2640.56,2254.51,2171.96,2199.94,22.6628,2055.56,2058.11,2086.87,2168.05,2254.51,2368.48,2444.49,2272.72,2383.35,2349.49,16.8816,2182.15,2247.91,2255.15,2306.9,2401.37,2450.11,2530.89,2272.72,2255.15,2310.64,15.0789,2182.15,2219.61,2255.15,2291.05,2383.35,2400.9,2450.11,3892.85,1.0
2005,9.573,0.92911,8.609,1.686,0.940405,10.339,1.766,0.917897,9.612,7.894,1.816,11.033,2.783,9.529,0.92911,8.553,1.686,0.940405,10.304,1.84,0.917897,195.736,0.929224,196.796,193.172,0.929224,-9999,-9999,290.803,290.803,0.0,302.184,0.92911,307.645,304.092,0.92911,4.534,0.92911,4.643,4.462,0.92911,87.233,87.209,0.917352,1069.856,1009.373,0.917922,2.701,3.066,0.919178,0.577397717082,0.861757990868,96.3386996717,0.908789954338,27.2844439353,0.773173515982,-9999,-9999,363.156,0.90605,9.789,0.927968,23.7,0.9121,-0.381369,0.927169,63.6744,0.900913,60.6682,0.405638,36.0287,0.90137,34.3277,0.300374,0.873402,1,10.874,11.7753,-359.137,-359.137,0.866438,0.866438,33.984,33.907,37.8644,44.3051,-370.9,-359.137,0.868037,0.866438,34.8268,33.907,38.6226,44.3051,-388.17,-384.088,0.865676,0.861199,2.91133,4.01537,-415.422,-404.294,-398.988,-392.959,-385.642,-370.9,-350.45,-434.107,-407.485,-402.303,-387.437,-359.137,-350.45,-349.868,0.839155,0.88379,0.883562,0.88653,0.879566,0.868037,0.861187,0.84726,0.830822,0.854795,0.870776,0.866438,0.861187,0.867808,5.79928,5.79928,3.12706,3.12706,0.892044,0.892044,0.127095,0.127091,0.174675,0.182436,-6.33045,-6.33045,10.7055,10.7055,0.841118,0.841118,0.126503,0.125978,0.145423,0.139058,5.7947,5.79928,3.17276,3.12706,0.892688,0.892044,0.132592,0.127091,0.178714,0.182436,-6.38772,-6.33045,10.6952,10.7055,0.843806,0.841118,0.127617,0.125978,0.146393,0.139058,5.49685,5.55505,5.6094,5.67259,5.76771,5.7947,5.79928,5.40725,5.53751,5.58816,5.7208,5.7947,5.79928,5.85704,0.851113,0.879678,0.871109,0.912933,0.908001,0.892688,0.892044,0.865323,0.876308,0.87652,0.906859,0.892688,0.892044,0.893016,-6.43952,-6.42519,-6.42253,-6.38259,-6.30664,-6.28173,-6.27894,-6.43952,-6.4015,-6.39777,-6.33045,-6.31499,-6.28375,-6.27072,0.851499,0.854868,0.853061,0.857537,0.814701,0.835365,0.823858,0.851499,0.848321,0.846277,0.841118,0.825319,0.838377,0.834472,2687.91,2840.72,2771.57,11.7262,2653.4,2682.92,2708.49,2802.3,2840.72,2840.72,2856.2,2856.2,2842.64,2766.01,10.1534,2666.69,2687.91,2696.99,2751.75,2829.69,2840.72,2842.64,3077.78,3199.86,3155.66,8.68759,3070.81,3082.47,3090.4,3179.56,3199.86,3206.65,3218.13,3137.03,3213.54,3154.18,8.32334,3075.02,3082.11,3099.29,3158.44,3199.86,3213.54,3218.23,2438.13,2302.38,2514.94,24.7427,2302.38,2326.88,2400.86,2494.27,2570.53,2687.87,2712.21,2400.86,2570.53,2493.22,22.8745,2302.38,2326.88,2396.66,2438.13,2570.53,2659.69,2712.21,2676.38,2613.49,2681.82,9.33214,2613.49,2613.67,2622.55,2681.75,2711.88,2757.43,2775.71,2622.55,2689.38,2680.59,9.24497,2613.49,2616.06,2622.55,2664.16,2711.88,2746.36,2791.02,3598.11,1.0
2006,10.109,0.984703,8.803,1.791,0.989634,11.122,2.065,0.980989,9.95,8.046,1.93,11.497,3.035,10.063,0.984703,8.768,1.801,0.989634,11.069,2.084,0.980989,212.844,0.984703,208.532,212.697,0.984703,-9999,-9999,287.999,287.999,0.0,298.126,0.984703,304.932,298.138,0.984703,5.897,0.984703,5.619,5.836,0.984703,87.375,87.34,0.980251,484.545,425.314,0.980251,2.603,2.972,0.980251,0.535075189609,0.96700913242,101.111532131,0.974315068493,30.8168280101,0.826940639269,-9999,-9999,357.889,0.973516,9.863,0.984703,21.1,0.984932,-0.947483,0.984247,66.4535,0.965753,62.0108,0.423261,41.0515,0.966895,38.3071,0.327485,0.949658,1,11.011,12.5534,-650.185,-638.72,0.947717,0.948858,20.6835,20.708,25.1991,25.3665,-643.797,-638.72,0.951598,0.948858,20.2999,20.708,24.8852,25.3665,-645.273,-644.314,0.947708,0.946727,2.57658,2.21725,-660.988,-659.365,-659.046,-643.797,-638.828,-630.576,-620.726,-660.993,-659.365,-654.229,-649.499,-638.72,-630.064,-620.537,0.960731,0.959018,0.957763,0.951598,0.948858,0.944977,0.942009,0.960731,0.959018,0.956507,0.937785,0.948858,0.931735,0.942009,5.66366,5.70504,2.37722,2.39146,0.966941,0.969072,0.0823876,0.0823658,0.102091,0.102453,-7.72333,-7.7073,9.42546,9.42997,0.932262,0.932952,0.0726971,0.0728891,0.123549,0.120448,5.74696,5.70504,2.42819,2.39146,0.973029,0.969072,0.0783179,0.0823658,0.0988356,0.102453,-7.74464,-7.7073,9.43465,9.42997,0.935198,0.932952,0.0734985,0.0728891,0.124022,0.120448,5.66043,5.66494,5.70504,5.76357,5.77475,5.78552,5.79585,5.66043,5.66366,5.68116,5.74696,5.77475,5.78552,5.78667,0.95834,0.960775,0.969072,0.977907,0.978181,0.978181,0.981058,0.95834,0.966941,0.964949,0.973029,0.978181,0.978181,0.977633,-7.85751,-7.85436,-7.84897,-7.74597,-7.70773,-7.65456,-7.64327,-7.85691,-7.8489,-7.80874,-7.74421,-7.70702,-7.65712,-7.63982,0.945739,0.946643,0.942063,0.929903,0.932952,0.926509,0.911883,0.944226,0.942063,0.940105,0.935198,0.91998,0.926509,0.916059,2608.11,2606.34,2610.15,7.73262,2595.04,2597.2,2599.07,2608.53,2615.84,2643.72,2669.14,2608.11,2611.21,2608.18,7.93824,2567.99,2597.2,2599.07,2610.06,2615.84,2641.42,2651.37,3260.35,3245.06,3254.46,6.90913,3245.06,3247.03,3249.8,3255.27,3265.86,3271.52,3294.14,3246.41,3255.01,3253.45,6.31746,3211.31,3246.41,3249.75,3255.31,3265.82,3267.25,3290.94,2001.8,2064.32,2046.7,9.42254,1965.33,2000.1,2005.21,2041.13,2071.53,2082.94,2092.95,2042.91,2082.94,2036.05,8.54739,1933.95,1983.26,2001.8,2041.13,2071.53,2082.94,2092.95,2842.65,2872.34,2847.06,4.31572,2804.35,2823.03,2830.6,2842.79,2866.51,2870.55,2872.34,2866.51,2870.33,2840.73,4.41725,2779.95,2805.2,2830.6,2842.65,2866.51,2870.33,2872.34,3343.66,1.0
