TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_CUT_REF,NEE_VUT_REF,NEE_CUT_REF_QC,NEE_VUT_REF_QC,NEE_CUT_REF_RANDUNC,NEE_VUT_REF_RANDUNC,NEE_CUT_REF_JOINTUNC,NEE_VUT_REF_JOINTUNC,NEE_CUT_USTAR50,NEE_VUT_USTAR50,NEE_CUT_USTAR50_QC,NEE_VUT_USTAR50_QC,NEE_CUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_RANDUNC,NEE_CUT_USTAR50_JOINTUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_CUT_MEAN,NEE_VUT_MEAN,NEE_CUT_MEAN_QC,NEE_VUT_MEAN_QC,NEE_CUT_SE,NEE_VUT_SE,NEE_CUT_05,NEE_CUT_16,NEE_CUT_25,NEE_CUT_50,NEE_CUT_75,NEE_CUT_84,NEE_CUT_95,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_CUT_05_QC,NEE_CUT_16_QC,NEE_CUT_25_QC,NEE_CUT_50_QC,NEE_CUT_75_QC,NEE_CUT_84_QC,NEE_CUT_95_QC,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_CUT_REF_NIGHT,NEE_VUT_REF_NIGHT,NEE_CUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_SD,NEE_CUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_QC,NEE_CUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_CUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_CUT_REF_DAY,NEE_VUT_REF_DAY,NEE_CUT_REF_DAY_SD,NEE_VUT_REF_DAY_SD,NEE_CUT_REF_DAY_QC,NEE_VUT_REF_DAY_QC,NEE_CUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_RANDUNC,NEE_CUT_REF_DAY_JOINTUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_CUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT,NEE_CUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_SD,NEE_CUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_QC,NEE_CUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_CUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_CUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY,NEE_CUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_SD,NEE_CUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_QC,NEE_CUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_CUT_USTAR50_DAY_JOINTUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_CUT_05_NIGHT,NEE_CUT_16_NIGHT,NEE_CUT_25_NIGHT,NEE_CUT_50_NIGHT,NEE_CUT_75_NIGHT,NEE_CUT_84_NIGHT,NEE_CUT_95_NIGHT,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_CUT_05_NIGHT_QC,NEE_CUT_16_NIGHT_QC,NEE_CUT_25_NIGHT_QC,NEE_CUT_50_NIGHT_QC,NEE_CUT_75_NIGHT_QC,NEE_CUT_84_NIGHT_QC,NEE_CUT_95_NIGHT_QC,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_CUT_05_DAY,NEE_CUT_16_DAY,NEE_CUT_25_DAY,NEE_CUT_50_DAY,NEE_CUT_75_DAY,NEE_CUT_84_DAY,NEE_CUT_95_DAY,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_CUT_05_DAY_QC,NEE_CUT_16_DAY_QC,NEE_CUT_25_DAY_QC,NEE_CUT_50_DAY_QC,NEE_CUT_75_DAY_QC,NEE_CUT_84_DAY_QC,NEE_CUT_95_DAY_QC,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,RECO_NT_CUT_REF,RECO_NT_CUT_USTAR50,RECO_NT_CUT_MEAN,RECO_NT_CUT_SE,RECO_NT_CUT_05,RECO_NT_CUT_16,RECO_NT_CUT_25,RECO_NT_CUT_50,RECO_NT_CUT_75,RECO_NT_CUT_84,RECO_NT_CUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,GPP_NT_CUT_REF,GPP_NT_CUT_USTAR50,GPP_NT_CUT_MEAN,GPP_NT_CUT_SE,GPP_NT_CUT_05,GPP_NT_CUT_16,GPP_NT_CUT_25,GPP_NT_CUT_50,GPP_NT_CUT_75,GPP_NT_CUT_84,GPP_NT_CUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,RECO_DT_CUT_REF,RECO_DT_CUT_USTAR50,RECO_DT_CUT_MEAN,RECO_DT_CUT_SE,RECO_DT_CUT_05,RECO_DT_CUT_16,RECO_DT_CUT_25,RECO_DT_CUT_50,RECO_DT_CUT_75,RECO_DT_CUT_84,RECO_DT_CUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,GPP_DT_CUT_REF,GPP_DT_CUT_USTAR50,GPP_DT_CUT_MEAN,GPP_DT_CUT_SE,GPP_DT_CUT_05,GPP_DT_CUT_16,GPP_DT_CUT_25,GPP_DT_CUT_50,GPP_DT_CUT_75,GPP_DT_CUT_84,GPP_DT_CUT_95,RECO_SR,RECO_SR_N
2004,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,11.354,9.444,1.712,13.085,2.752,11.705,0.669285,9.817,1.473,0.669711,13.415,2.252,0.669126,-9999,-9999,202.452,209.294,0.624089,-9999,-9999,323.262,323.262,0.0,-9999,-9999,299.96,306.384,0.622723,-9999,-9999,7.747,7.407,0.667976,84.101,84.166,0.490551,569.284,569.284,0.0,2.13,2.327,0.64276,0.277708279392,0.635815118397,95.1313161789,0.66581284153,422.666382993,0.609801912568,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-6.0808,3.0,34.2192,0.509164,40.8581,0.114457,57.9298,0.505749,69.1688,0.193698,0.500512,1,13.7678,15.7268,-294.514,-298.671,0.478825,0.500342,1.71569,1.66392,14.8101,8.17351,-297.006,-297.552,0.48446,0.500968,1.71774,1.6639,14.8104,8.1735,-293.264,-307.27,0.466025,0.499397,3.07552,1.16834,-313.662,-308.927,-303.994,-298.538,-282.993,-279.506,-265.854,-319.199,-314.159,-313.206,-309.498,-298.671,-298.154,-297.568,0.452869,0.49778,0.489697,0.417407,0.396232,0.469092,0.466985,0.503188,0.502903,0.501537,0.4963,0.500342,0.500455,0.500968,0.326744,0.280251,0.393656,0.50902,0.485606,0.506445,0.00452525,0.00465117,0.110729,0.078125,-1.761,-1.73416,0.874128,0.874747,0.470992,0.495395,0.00748853,0.00716932,0.0925374,0.0235769,0.306896,0.28185,0.436549,0.498538,0.487871,0.507383,0.00452905,0.00465121,0.110729,0.078125,-1.74888,-1.72991,0.851696,0.872642,0.481262,0.495529,0.0074982,0.00716919,0.0925382,0.0235768,0.107121,0.177068,0.219173,0.295901,0.344785,0.398342,0.468861,0.110945,0.149071,0.16576,0.226167,0.294828,0.305043,0.326205,0.369359,0.399746,0.455835,0.488514,0.492237,0.498629,0.509127,0.488124,0.4952,0.498481,0.507484,0.508473,0.509356,0.510872,-1.85736,-1.82339,-1.78407,-1.74508,-1.69345,-1.63892,-1.53072,-1.77233,-1.74975,-1.74177,-1.73205,-1.71113,-1.70482,-1.69827,0.364994,0.427495,0.452273,0.481494,0.490603,0.494624,0.498516,0.484589,0.491362,0.493474,0.495678,0.49817,0.499546,0.49964,134.825,144.133,134.302,3.03379,96.4111,112.072,119.83,138.207,149.144,150.919,161.516,146.168,155.912,153.192,5.68937,100.779,113.366,138.073,151.22,161.246,164.405,216.56,449.191,441.686,441.572,2.16363,415.498,425.602,431.751,441.701,449.273,452.436,461.661,445.261,452.918,446.456,4.70088,403.927,410.072,427.028,448.735,459.487,461.416,485.196,450.02,447.546,383.351,11.2707,277.005,282.685,288.685,397.319,444.878,449.32,455.1,306.349,82.4041,251.983,20.9358,82.3989,88.6012,91.9474,282.487,350.197,374.321,442.363,508.96,520.721,484.704,7.3168,379.275,441.821,455.019,486.916,520.979,532.968,544.719,199.877,196.292,366.649,25.5571,163.65,192.368,196.148,418.907,439.68,520.721,549.051,-9999,-9999
2005,11.428,0.959989,9.484,1.415,0.96347,13.088,2.086,0.956731,11.222,9.239,1.747,12.996,2.805,11.497,0.959989,9.521,1.45,0.96347,13.191,2.119,0.956731,214.609,0.917409,206.017,221.012,0.917409,-9999,-9999,320.109,320.109,0.0,287.738,0.887443,298.113,291.505,0.887443,8.776,0.920034,8.181,8.686,0.920034,84.139,84.106,0.935559,303.022,182.427,1.0,2.195,2.356,0.901256,0.239073511028,0.89252283105,92.8053835175,0.880878995434,375.416981253,0.898230593607,46.2301136911,0.811015981735,361.156,0.529509,12.93,0.960502,17.082,0.95976,-3.11387,3.0,17.2211,0.929623,20.0869,0.0875231,60.4775,0.930194,70.5419,0.159252,0.875685,1,13.9397,14.8575,48.4673,41.3673,0.516096,0.52637,1.5085,1.37509,16.797,3.1738,46.1253,41.1473,0.519578,0.527454,1.50156,1.37451,16.7964,3.17354,56.5566,43.4694,0.505979,0.522887,3.8131,0.748111,40.4134,41.5597,42.2373,46.0664,55.9405,75.0179,104.336,39.1847,40.3495,40.9703,41.4089,45.0832,46.0704,53.004,0.527911,0.527683,0.524658,0.522317,0.497089,0.481678,0.446747,0.528025,0.527911,0.527568,0.527568,0.52089,0.51758,0.505651,0.0616735,0.0470522,0.11705,0.136966,0.522331,0.533126,0.00506106,0.00456735,0.0697456,0.0442993,0.195138,0.175257,0.390481,0.395486,0.51064,0.520255,0.00608599,0.00558265,0.0790098,0.0183976,0.0607489,0.0489267,0.118372,0.14418,0.524276,0.534641,0.00502912,0.0045716,0.0697433,0.0442997,0.185838,0.17326,0.390281,0.397014,0.51495,0.521061,0.00606434,0.0055758,0.0790081,0.0183955,-0.0385597,-0.0105414,0.0172283,0.0569156,0.102294,0.128582,0.1608,-0.0239424,0.00178589,0.0246517,0.0496913,0.0782029,0.0899123,0.114575,0.440808,0.479319,0.499713,0.522602,0.531224,0.534703,0.536155,0.491749,0.516074,0.527096,0.534793,0.535546,0.536003,0.536443,0.152879,0.161765,0.169365,0.188928,0.23522,0.319315,0.45884,0.153881,0.164308,0.167669,0.174058,0.186673,0.199368,0.240752,0.405148,0.463631,0.498637,0.515314,0.518811,0.520448,0.521786,0.492983,0.511915,0.517937,0.52097,0.521685,0.521786,0.521878,19.3442,17.5064,26.4615,1.8659,15.763,17.5595,18.1608,20.3709,37.8352,41.3519,50.6797,39.8012,43.0475,39.042,2.27104,17.3721,19.154,21.7308,40.2072,47.5856,56.6676,60.6815,-15.4108,-23.6409,-17.0079,1.22516,-23.6872,-23.4217,-22.2542,-20.8928,-13.4682,-6.11584,-2.88218,-4.26007,-3.07779,-17.5147,2.72719,-58.4796,-23.8511,-22.2611,-14.7276,-6.05379,-4.66114,-3.20133,109.108,111.39,100.255,2.06753,76.8617,86.096,90.2778,98.3641,110.591,113.247,119.088,112.805,146.928,131.517,5.83073,62.7062,90.7422,103.733,130.589,164.301,167.289,171.743,144.211,142.673,126.561,12.9846,0.389736,4.35897,5.06788,143.944,205.974,208.06,215.148,246.525,238.805,199.414,13.6584,0.837949,10.6167,207.836,220.097,242.963,249.415,271.427,-9999,-9999
2006,11.638,0.850685,10.331,1.145,0.853411,12.718,1.638,0.8481,12.093,10.225,1.658,13.738,2.646,11.988,0.850685,10.537,1.257,0.853411,13.245,1.858,0.8481,186.514,0.591952,198.839,198.064,0.591952,-9999,-9999,332.33,332.33,0.0,313.037,0.4496,305.272,306.474,0.4496,7.501,0.698516,8.154,8.341,0.698516,84.102,84.109,0.764384,696.007,411.478,1.0,2.197,2.392,0.792637,0.265166360155,0.761643835616,94.530303341,0.842694063927,341.885670841,0.567066210046,-9999,-9999,371.483,0.804452,13.037,0.879852,24.512,0.0997146,-3.76423,3.0,25.1375,0.82871,30.8682,0.117473,47.1389,0.831221,57.8854,0.174739,0.821347,1,17.3973,19.2082,12.9132,3.75225,0.730936,0.751769,1.94319,1.86385,21.0133,10.9106,8.8761,1.17235,0.7371,0.759475,1.95333,1.87529,21.0142,10.9125,16.5765,4.17531,0.714857,0.754511,3.91931,1.56572,-6.1091,-3.45306,0.00180254,8.54937,18.3067,38.3934,61.3481,-6.5212,-5.86003,-4.03691,0.715761,8.99497,15.6404,22.6187,0.796918,0.779167,0.764384,0.738584,0.701884,0.642751,0.559132,0.798687,0.794635,0.78379,0.759874,0.737329,0.726541,0.689326,0.28054,0.247326,0.30057,0.304009,0.699472,0.727275,0.00665463,0.00626806,0.115211,0.0901504,-0.162523,-0.181489,0.735869,0.74515,0.750428,0.765855,0.00769817,0.00746623,0.0966007,0.0338459,0.269246,0.234035,0.299986,0.307265,0.706229,0.738823,0.00669498,0.00631743,0.115213,0.0901538,-0.175267,-0.182323,0.74391,0.747209,0.756729,0.770544,0.00773421,0.00750456,0.0966036,0.0338544,0.059162,0.122851,0.176313,0.259162,0.320273,0.352888,0.406662,0.117418,0.146489,0.173702,0.233088,0.293841,0.326354,0.358131,0.533075,0.591961,0.660535,0.708841,0.740998,0.767686,0.80409,0.650816,0.674187,0.706637,0.738332,0.772026,0.804904,0.814532,-0.233212,-0.214073,-0.19884,-0.170532,-0.113889,-0.0214865,0.154434,-0.222276,-0.210348,-0.200768,-0.180817,-0.163496,-0.144324,-0.0845898,0.523405,0.634825,0.711901,0.757215,0.772229,0.777836,0.781613,0.697385,0.730933,0.755562,0.770171,0.777368,0.780666,0.782363,105.699,109.109,108.289,2.83086,82.2471,85.1043,90.593,106.339,123.899,127.061,135.191,120.607,124.459,121.979,3.68049,83.8438,91.3569,101.579,124.085,132.759,151.174,157.724,114.835,107.937,104.113,1.51859,88.7683,90.9644,94.6299,105.211,113.058,114.67,115.152,114.213,115.583,105.403,1.81083,78.7043,92.7821,96.9743,108.16,114.213,115.899,116.697,317.147,516.011,346.136,8.7792,233.959,283.984,313.196,342.816,383.241,396.963,411.201,274.024,254.15,318.187,18.7505,214.683,229.651,245.451,270.727,350.873,368.534,532.262,251.441,351.319,257.425,4.90897,194.434,228.645,240.163,259.431,272.943,285.235,295.736,201.255,197.337,222.792,5.64273,177.559,192.182,198.917,217.085,233.988,244.076,305.228,-9999,-9999
2007,11.629,0.903995,10.237,1.044,0.905478,12.856,1.596,0.902211,11.762,9.856,1.744,13.465,2.79,11.284,0.903995,9.846,1.193,0.905478,12.569,1.727,0.902211,196.668,0.709247,201.694,202.259,0.709247,-9999,-9999,327.24,327.24,0.0,306.169,0.708276,302.29,304.047,0.708276,7.376,0.90137,8.166,7.083,0.90137,84.139,84.146,0.853425,511.235,385.11,1.0,2.18,2.024,0.828824,0.263489671097,0.580136986301,91.4398781186,0.901484018265,397.338910303,0.666666666667,-9999,-9999,375.545,0.835445,12.266,0.904966,25.931,0.905023,-3.31125,3.0,23.9945,0.872432,29.0474,0.124787,52.3177,0.835616,63.3351,0.175035,0.826199,1,20.7342,23.4603,7.86325,0.661405,0.745548,0.760902,1.73485,1.7121,25.6324,9.04673,4.42974,-2.402,0.7496,0.76347,1.73476,1.70658,25.6324,9.04569,17.6667,1.49626,0.731309,0.758724,6.03756,1.86752,-11.8312,-9.57751,-6.20558,4.38669,19.251,41.5697,92.9482,-10.502,-8.49861,-7.54814,-2.42896,6.48945,9.26788,25.4686,0.788356,0.782249,0.773116,0.749144,0.727454,0.681621,0.602683,0.782534,0.778425,0.776541,0.763927,0.747432,0.743151,0.714098,0.333497,0.318775,0.248515,0.243906,0.73538,0.748214,0.00559036,0.00547162,0.0941772,0.0561773,-0.263495,-0.287383,0.830356,0.827651,0.761664,0.780098,0.00707357,0.00701559,0.122546,0.0421801,0.329274,0.314179,0.247469,0.239285,0.735612,0.750416,0.00559054,0.00545058,0.0941772,0.0561752,-0.277885,-0.298138,0.830138,0.834238,0.771492,0.783149,0.00707293,0.00699502,0.122546,0.0421766,0.174444,0.222988,0.262739,0.317908,0.374208,0.41101,0.461398,0.237509,0.26232,0.277506,0.309397,0.355514,0.374141,0.403937,0.59283,0.678066,0.722917,0.741723,0.759498,0.766079,0.771725,0.699551,0.729096,0.737815,0.751979,0.760931,0.763553,0.766343,-0.348967,-0.331032,-0.315867,-0.276604,-0.198149,-0.0863492,0.18928,-0.340614,-0.325882,-0.318231,-0.297609,-0.268279,-0.242697,-0.166918,0.549092,0.635806,0.717336,0.77262,0.792649,0.803652,0.810705,0.699707,0.738184,0.765429,0.783168,0.798831,0.801082,0.804686,127.692,127.281,127.67,0.514875,124.883,125.292,125.643,126.74,127.772,129.989,134.71,126.309,126.234,131.435,1.63683,119.496,125.299,125.939,126.942,131.027,141.895,153.254,122.867,129.683,126.174,1.41527,104.665,112.742,122.806,129.445,133.091,133.571,134.005,122.933,121.805,113.768,4.49632,43.2006,89.724,109.048,122.62,131.327,132.989,134.014,318.171,417.51,324.637,6.54175,257.033,287.832,306.825,320.314,337.512,344.018,417.764,293.33,403.2,303.03,8.96543,196.124,224.03,273.067,297.923,342.435,368.567,384.061,241.348,288.437,247.364,3.87677,181.741,230.379,241.348,249.856,258.41,261.347,288.753,240.397,277.665,240.098,7.57355,143.982,167.162,226.334,256.073,272.003,276.999,281.994,-9999,-9999
2008,11.857,0.944501,10.43,1.214,0.946038,13.089,1.634,0.942601,11.689,9.811,1.667,13.365,2.675,11.921,0.944501,10.45,1.265,0.946038,13.214,1.704,0.942601,203.762,0.83339,200.288,208.074,0.83339,-9999,-9999,329.579,329.579,0.0,306.728,0.833049,303.66,306.084,0.833049,7.796,0.943704,8.182,7.877,0.943704,84.059,84.041,0.882172,684.142,660.086,0.999943,2.359,2.363,0.868796,0.24353358104,0.855191256831,90.3576683334,0.931124772313,437.15076458,0.809369307832,34.5539699783,0.771801001821,378.806,0.893386,11.442,0.944501,26.284,0.944843,-6.33407,3.0,26.0065,0.90995,31.2819,0.129368,51.0603,0.896744,61.4179,0.175673,0.881546,1,22.571,24.6694,-0.909952,-5.98018,0.833618,0.843408,1.79441,1.79097,34.436,8.77126,-3.49563,-8.95815,0.837944,0.845913,1.79744,1.79363,34.4362,8.7718,9.40933,-8.81756,0.819641,0.844527,6.57995,1.6532,-31.0261,-23.0324,-15.8507,-3.41132,10.8762,45.7461,91.6154,-23.22,-19.341,-16.7209,-9.6266,-3.12306,-2.16805,1.22984,0.873179,0.863559,0.854451,0.839709,0.815574,0.772199,0.705487,0.863559,0.858265,0.855476,0.846368,0.835155,0.836919,0.824169,0.331384,0.326245,0.251349,0.248395,0.83382,0.841717,0.00557352,0.00555331,0.116161,0.062594,-0.265343,-0.286583,0.83403,0.839203,0.835853,0.848209,0.00747313,0.00746396,0.141806,0.0319157,0.329561,0.316036,0.251826,0.255983,0.834785,0.843728,0.00559326,0.00557505,0.116162,0.0625959,-0.277699,-0.291999,0.833781,0.839986,0.84324,0.851316,0.00747926,0.00746659,0.141806,0.0319164,0.118912,0.196545,0.247803,0.318624,0.385355,0.428599,0.470705,0.201891,0.244466,0.265715,0.310328,0.350127,0.36916,0.391219,0.680062,0.772269,0.804062,0.842284,0.852422,0.860778,0.875449,0.800161,0.832462,0.835364,0.844583,0.853453,0.857006,0.861179,-0.351716,-0.332156,-0.313916,-0.276388,-0.200319,-0.0489393,0.169783,-0.335145,-0.322845,-0.316803,-0.292684,-0.270371,-0.260784,-0.221402,0.63515,0.734231,0.806033,0.844025,0.857626,0.864396,0.869072,0.807809,0.835112,0.84124,0.851041,0.858222,0.861538,0.864167,130.118,133.042,133.632,1.79771,116.618,121.7,125.434,131.857,140.236,143.348,151.842,138.002,138.744,139.6,2.96194,105.824,116.889,126.806,138.385,150.692,159.013,167.921,142.387,142.0,142.449,0.521327,139.052,140.385,140.892,142.155,143.139,145.217,148.216,142.9,142.24,130.191,4.94745,40.6551,110.198,136.297,141.197,142.9,147.285,148.377,230.428,238.724,260.139,7.45527,198.609,206.514,218.908,239.735,298.914,319.76,341.292,199.166,245.194,245.675,7.36009,170.728,194.573,211.607,245.301,273.007,291.966,317.256,227.086,197.734,210.527,2.29849,196.248,198.225,199.438,204.494,218.546,228.493,237.734,205.791,206.918,199.798,4.35274,122.107,182.003,194.465,206.713,211.596,216.59,225.672,-9999,-9999
2009,12.508,0.971975,11.085,1.258,0.975489,13.725,1.692,0.967494,12.171,10.223,1.755,13.89,2.729,12.384,0.971975,10.961,1.289,0.975489,13.601,1.729,0.967494,215.356,0.940811,202.749,216.293,0.940811,-9999,-9999,330.829,330.829,0.0,303.071,0.939269,304.393,302.279,0.939269,8.863,0.962557,8.636,8.754,0.962557,83.994,83.956,0.900342,724.342,1143.884,0.999943,2.348,2.639,0.923858,0.297343751834,0.91752283105,90.9130491391,0.912271689498,431.12249092,0.915696347032,54.5307692309,0.871175799087,373.966,0.959589,12.812,0.941553,21.533,0.973174,-5.38402,3.0,24.2487,0.954566,28.9351,0.118381,57.417,0.961244,68.5137,0.196649,2.0,2,22.9644,25.0301,15.2841,10.4726,0.930422,0.934304,1.63268,1.61948,31.1561,10.55,10.9421,9.06542,0.93339,0.938527,1.63281,1.61821,31.1561,10.5499,23.827,10.2893,0.914642,0.93611,5.83822,1.99002,-9.79257,-6.19474,0.839061,10.7599,29.551,56.0319,88.1184,-5.91472,-1.5498,1.11668,8.46687,13.3215,19.3002,31.0764,0.951313,0.949943,0.947888,0.934018,0.915354,0.871404,0.814783,0.949886,0.949486,0.947888,0.93847,0.931963,0.927112,0.913242,0.348635,0.332606,0.255582,0.265011,0.941913,0.944333,0.00537498,0.00527859,0.131498,0.0628221,-0.246151,-0.255045,0.825669,0.823919,0.916351,0.92172,0.00663289,0.00661512,0.101208,0.034074,0.333686,0.328618,0.262617,0.267747,0.943913,0.950209,0.00538334,0.00527424,0.131499,0.0628217,-0.253555,-0.258715,0.824485,0.82594,0.920344,0.924276,0.00662799,0.00661005,0.101207,0.034073,0.184422,0.225076,0.269847,0.331175,0.41321,0.487852,0.544875,0.232258,0.260749,0.279433,0.325038,0.35945,0.385949,0.435131,0.779879,0.870758,0.914453,0.949351,0.960754,0.961326,0.961554,0.904731,0.937278,0.943011,0.947812,0.960864,0.961326,0.961326,-0.329323,-0.305397,-0.285707,-0.253443,-0.196865,-0.103417,0.0383405,-0.30938,-0.289161,-0.280778,-0.26049,-0.239606,-0.22231,-0.190057,0.749272,0.848603,0.892818,0.921048,0.932283,0.936971,0.93985,0.881992,0.908927,0.917084,0.923524,0.932193,0.935046,0.936697,145.318,145.693,146.231,2.62964,121.205,126.902,134.01,145.318,151.417,160.657,176.129,147.201,148.709,156.64,5.12221,112.569,120.933,133.642,148.549,173.92,196.33,215.995,137.418,136.628,135.941,0.74666,127.12,128.737,133.293,136.737,138.096,141.087,141.774,137.232,137.767,132.813,2.00867,99.5672,125.515,127.968,136.736,139.396,140.848,141.747,224.567,185.717,219.219,6.11045,169.772,179.09,185.82,216.837,231.35,245.359,264.366,193.418,200.151,237.032,8.83098,187.714,192.705,193.756,201.835,275.617,302.026,329.934,199.279,184.497,189.229,1.27266,177.519,180.02,181.388,189.929,192.922,198.268,200.231,183.383,175.1,180.408,2.21375,167.32,172.135,173.706,176.606,180.913,185.219,217.309,-9999,-9999
