# Annual region-averaged outputs (area*landfrac weighted)
# Case: 20260420_coastal_LA_ICB20TRCNPRDCTCBC_TAM
# Years: 1850 - 2014
#
# Variables:
#   GPP: gross primary production (annual sum, gC/m2/yr)
#   NPP: net primary production (annual sum, gC/m2/yr)
#   ER: total ecosystem respiration, autotrophic + heterotrophic (annual sum, gC/m2/yr)
#   NEE: net ecosystem exchange of carbon, includes fire, landuse, harvest, and hrv_xsmrpool flux, positive for source (annual sum, gC/m2/yr)
#   NBP: net biome production, includes fire, landuse, and harvest flux, positive for sink (annual sum, gC/m2/yr)
#   NEP: net ecosystem production, excludes fire, landuse, and harvest flux, positive for sink (annual sum, gC/m2/yr)
#   HR: total heterotrophic respiration (annual sum, gC/m2/yr)
#   FSH: sensible heat (annual mean, W/m^2)
#   EFLX_LH_TOT: total latent heat flux [+ to atm] (annual mean, W/m^2)
#   FPSN: photosynthesis (annual mean, umol/m2s)
#   TOTSOMC: total soil organic matter carbon (annual mean, gC/m^2)
#   TOTVEGC: total vegetation carbon, excluding cpool (annual mean, gC/m^2)
#   TOTECOSYSC: total ecosystem carbon, incl veg but excl cpool but excl product pools (annual mean, gC/m^2)
#
Year	GPP	NPP	ER	NEE	NBP	NEP	HR	FSH	EFLX_LH_TOT	FPSN	TOTSOMC	TOTVEGC	TOTECOSYSC
1850	1634.304877	430.037316	1676.307778	83.635980	-88.532054	-44.583499	472.040218	28.712248	91.169243	372787.245526	13840.418450	9978.001984	26879.766366
1851	1691.601383	455.005668	1760.201215	94.108459	-99.294507	-71.984913	523.605499	22.528453	94.465828	385856.659452	13840.575557	9873.032665	26790.035401
1852	1681.433579	503.463318	1679.953517	19.798441	-22.968007	-0.634166	501.983257	27.974452	88.628796	383537.369083	13833.210821	9834.630109	26726.579901
1853	1725.582948	528.055129	1705.902558	-2.108946	0.416854	18.610823	508.374738	25.942047	88.764978	393607.902268	13825.720555	9849.607637	26724.201548
1854	1688.368577	489.170456	1686.309736	24.545088	-26.959252	1.158968	487.111614	27.227478	90.149235	385119.252030	13821.142095	9846.050439	26713.887267
1855	1603.461330	429.070564	1626.399834	36.438790	-38.880782	-24.727137	452.009068	27.977936	88.318701	365751.789420	13823.070378	9796.529935	26680.640651
1856	1665.473285	478.730030	1658.104395	16.320058	-16.706110	7.906647	471.361141	25.502665	90.662891	379896.803565	13825.483940	9744.280373	26640.959446
1857	1486.539157	447.211313	1492.070368	18.418003	-18.347580	-4.825571	452.742524	35.979095	79.144320	339081.676888	13839.982333	9659.755907	26609.855716
1858	1551.790874	527.458931	1485.786820	-44.789159	47.217910	70.419448	461.454878	27.232972	86.552466	353965.685087	13854.118479	9646.632125	26622.002459
1859	1728.292379	584.876030	1672.957123	-32.697597	35.387311	58.987645	529.540775	26.013110	85.694591	394225.927262	13830.587742	9760.293869	26681.536072
