# Annual region-averaged outputs (area*landfrac weighted)
# Case: 20260419_coastal_LA_ICB20TRCNPRDCTCBC_baseline
# Years: 1850 - 2014
#
# Variables:
#   GPP: gross primary production (annual sum, gC/m2/yr)
#   NPP: net primary production (annual sum, gC/m2/yr)
#   ER: total ecosystem respiration, autotrophic + heterotrophic (annual sum, gC/m2/yr)
#   NEE: net ecosystem exchange of carbon, includes fire, landuse, harvest, and hrv_xsmrpool flux, positive for source (annual sum, gC/m2/yr)
#   NBP: net biome production, includes fire, landuse, and harvest flux, positive for sink (annual sum, gC/m2/yr)
#   NEP: net ecosystem production, excludes fire, landuse, and harvest flux, positive for sink (annual sum, gC/m2/yr)
#   HR: total heterotrophic respiration (annual sum, gC/m2/yr)
#   FSH: sensible heat (annual mean, W/m^2)
#   EFLX_LH_TOT: total latent heat flux [+ to atm] (annual mean, W/m^2)
#   FPSN: photosynthesis (annual mean, umol/m2s)
#   TOTSOMC: total soil organic matter carbon (annual mean, gC/m^2)
#   TOTVEGC: total vegetation carbon, excluding cpool (annual mean, gC/m^2)
#   TOTECOSYSC: total ecosystem carbon, incl veg but excl cpool but excl product pools (annual mean, gC/m^2)
#
Year	GPP	NPP	ER	NEE	NBP	NEP	HR	FSH	EFLX_LH_TOT	FPSN	TOTSOMC	TOTVEGC	TOTECOSYSC
1867	1731.103645	636.249923	1636.810466	-86.768530	93.637039	101.582382	541.956744	24.727702	93.879870	394867.181175	17868.215408	10189.360748	31128.401124
1868	1779.560580	611.552613	1745.428977	-23.147116	24.488570	37.243226	577.421010	21.170519	97.538184	405920.276237	17840.127948	10301.332660	31196.329490
1869	1729.113547	559.375621	1827.492470	103.981455	-111.169021	-105.088178	657.754544	21.211711	94.142147	394413.236939	17851.920852	10227.188495	31155.812480
1870	1710.999305	580.592286	1686.496793	-13.877915	13.045849	24.390441	556.089773	26.857805	93.717145	390281.352930	17854.704977	10200.543151	31103.274812
1871	1779.347254	584.278354	1826.025924	67.886538	-71.685332	-48.139458	630.957022	19.823874	97.742777	405871.616331	17845.999559	10192.502512	31088.771312
1872	1772.649998	604.948580	1783.319891	33.618950	-36.418167	-12.504174	615.618475	25.044736	92.286814	404343.962793	17840.619035	10150.433924	31022.155598
1873	1820.128170	635.712794	1819.358941	20.393984	-22.038701	0.186696	634.943565	23.182397	92.222527	415173.800646	17835.587201	10139.964731	31004.502398
1874	1775.203040	610.232601	1771.594478	14.505811	-15.058426	4.240772	606.624038	24.249258	93.839844	404926.315426	17836.491939	10121.937000	30987.281938
1875	1672.065087	549.000525	1688.789751	32.031384	-33.366568	-17.194814	565.725190	25.455425	91.487905	381400.402800	17846.788855	10061.367066	30960.987493
1876	1736.159312	608.636269	1704.748121	-8.271078	8.785951	33.074738	577.225078	23.525811	93.075374	396020.385687	17857.567082	10005.691514	30928.572794
1877	1519.456972	529.213900	1536.482856	40.244165	-42.687140	-18.288008	546.239783	35.039749	80.401324	346590.276781	17868.006820	9919.819363	30907.871678
1878	1654.797619	622.758070	1583.845069	-59.782926	64.906144	76.807335	551.805520	25.854681	88.528451	377461.669261	17882.403778	9922.764829	30920.878252
1879	1839.832332	671.655062	1789.282860	-14.625406	15.507150	53.710232	621.105590	23.997959	88.341960	419668.347956	17836.415298	10088.773285	30990.997004
1880	1836.652084	613.110604	1857.722383	47.452032	-50.657266	-22.605312	634.180903	22.110419	91.634396	418942.929043	17812.373122	10098.482042	30973.819433
1881	1670.633291	552.348083	1715.317245	81.376278	-85.635745	-46.545758	597.032036	27.747701	89.701531	381073.807951	17831.127463	9940.023772	30881.568390
1882	1532.836101	503.728232	1597.339495	91.215086	-95.930797	-68.164872	568.231626	31.631866	85.786071	349642.074745	17862.241021	9788.567841	30804.118380
1883	1716.940469	658.701538	1564.928436	-121.113201	129.225884	162.291356	506.689504	31.903278	88.041423	391636.540663	17862.859210	9793.128704	30791.940252
1884	1690.312538	608.504426	1579.237920	-77.983775	82.703850	118.139827	497.429807	31.685124	88.638140	385562.672151	17860.922872	9860.301659	30920.617195
1885	1696.756786	589.405772	1748.404462	88.923881	-95.021074	-55.498070	641.053449	26.567027	92.949857	387032.613951	17867.025832	9832.845796	30911.569433
1886	1565.130429	518.733619	1627.525769	92.605768	-98.334222	-66.598028	581.128958	29.736205	86.246428	357008.456580	17884.090289	9689.767490	30810.082017
1887	1772.976084	642.614568	1672.976566	-75.543227	81.747442	107.817766	542.615052	24.554266	93.889281	404418.343329	17878.889759	9733.524286	30801.392049
1888	1828.455447	622.496032	1787.510499	1.540282	-0.132423	44.404744	581.551085	20.993769	97.565635	417073.264464	17852.432767	9820.376941	30851.834561
1889	1773.476697	570.547781	1868.431633	127.402512	-136.284774	-101.727606	665.502720	21.145132	93.978293	404532.533607	17867.685614	9706.853051	30787.249795
1890	1754.698294	592.436695	1723.134464	11.088083	-14.040902	31.796677	560.872865	26.685193	93.639903	400249.153798	17873.213751	9645.871251	30708.884222
1891	1826.411979	595.116920	1866.736498	68.716137	-71.576488	-41.362980	635.441439	19.748094	97.583205	416607.146413	17865.848339	9627.376299	30681.186118
1892	1823.211587	617.451669	1825.168487	54.454031	-58.364569	-3.334993	619.408570	24.912916	92.164515	415877.132119	17861.850694	9574.396585	30604.103692
1893	1873.687847	648.260471	1865.229826	27.990199	-30.826686	8.412524	639.802449	23.004916	92.158555	427390.838526	17858.374729	9543.434478	30571.571104
1894	1829.733721	619.341723	1822.373055	19.800226	-20.529949	8.426185	611.981057	24.077928	93.764076	417364.840414	17861.548560	9520.949427	30548.546191
1895	1715.841208	550.109333	1739.734651	73.012630	-76.458657	-24.408131	574.002776	25.335972	91.303067	391385.797915	17874.888971	9426.795236	30500.270225
1896	1773.459942	608.292582	1751.013474	14.793579	-15.421221	24.169423	585.846114	23.329776	92.919339	404528.711897	17889.257537	9330.165593	30433.621836
1897	1547.221994	526.110232	1575.352652	71.850714	-76.341270	-30.104867	554.240889	34.914039	80.068593	352923.517605	17901.734706	9217.761054	30386.023839
1898	1682.085870	622.878627	1612.789725	-29.043017	32.060147	74.965135	553.582481	25.777024	88.220687	383686.157303	17916.513857	9185.181420	30365.531834
1899	1883.225152	678.279301	1826.471595	-6.902004	6.583581	59.910839	621.525746	23.773418	88.254835	429566.311061	17868.194345	9339.527284	30418.947181
1900	1888.957568	618.963386	1909.722826	57.936431	-61.955899	-22.485987	639.728642	21.822717	91.677892	430873.883564	17845.355384	9338.475308	30392.800465
1901	1717.109436	554.107768	1768.323743	93.521281	-98.764704	-53.437301	605.322075	27.489592	89.655835	391675.081966	17867.495768	9161.165075	30289.979484
1902	1569.293371	504.772088	1639.640745	105.584211	-112.664970	-74.735834	575.119463	31.517877	85.566767	357958.029615	17902.012310	8992.981278	30198.045163
1903	1756.109986	661.263242	1610.235376	-104.193253	111.565580	156.116363	515.388631	31.613689	88.015562	400571.162816	17905.637917	8984.569703	30171.951073
1904	1719.685326	606.053674	1622.060354	-46.334826	49.960592	104.386009	508.428701	31.559189	88.414556	392262.646618	17909.291421	9016.653643	30276.696850
1905	1720.418880	588.713693	1781.801555	99.818159	-107.042482	-65.776953	650.096369	26.532864	92.579959	392429.970948	17917.307512	8976.046466	30247.722074
1906	1588.819659	515.949778	1662.345524	113.531194	-121.351719	-78.455680	589.475644	29.714823	85.912890	362412.003280	17935.500074	8819.367833	30129.436281
1907	1803.976546	648.815494	1698.776601	-64.687785	69.757576	113.418946	543.615549	24.524901	93.610668	411489.592658	17929.464639	8849.370677	30104.075203
1908	1874.725661	631.863046	1824.793381	-10.040219	10.894964	53.756647	581.930766	20.805709	97.567961	427627.565374	17899.873130	8942.065418	30157.460549
1909	1815.280277	572.872900	1915.467260	157.423175	-168.480402	-107.162627	673.059882	20.964884	93.935404	414067.989369	17915.875236	8809.349531	30084.354136
1910	1799.295957	597.880769	1764.254339	24.027750	-27.359526	35.400885	562.839153	26.349365	93.781258	410421.942776	17922.791613	8715.486243	29984.261744
1911	1874.789525	600.682159	1915.233066	82.483251	-86.868538	-41.473689	641.125699	19.451765	97.700288	427642.132873	17915.788045	8676.118518	29945.243584
1912	1872.284748	623.921851	1872.799699	47.520501	-52.165555	-1.678480	624.436803	24.587965	92.311191	427070.789605	17913.882986	8623.304227	29865.255870
1913	1920.258951	653.118833	1913.053540	37.269638	-40.820601	7.333964	645.913423	22.697171	92.320660	438013.773233	17912.022540	8595.950934	29832.217491
1914	1854.295780	625.665889	1860.556015	58.338733	-61.101409	-5.108098	631.926127	24.314610	93.125110	422967.480193	17919.732062	8527.586771	29785.267153
1915	1750.695096	565.965713	1754.645600	56.225795	-60.276301	-4.000280	569.916217	25.443263	90.892353	399336.018788	17933.466509	8432.866296	29722.892772
1916	1831.774209	614.308099	1795.557570	18.167865	-19.644249	38.682244	578.091461	22.867241	93.412025	417830.278204	17939.106670	8368.614160	29674.997602
1917	1571.165723	529.902137	1627.506116	112.310157	-118.610207	-58.476779	586.242529	34.952288	79.682716	358385.115924	17964.182812	8186.519795	29596.782646
1918	1712.952709	640.496734	1628.458711	-37.754190	40.658452	91.327303	556.002736	25.863354	87.851280	390726.926796	17983.809871	8152.561798	29556.403588
1919	1924.094154	692.429685	1849.272550	-26.568593	26.851219	79.144447	617.608081	23.749155	88.116500	438888.587928	17928.046968	8344.674694	29631.098148
1920	1937.946985	628.077349	1951.902956	73.523273	-79.127966	-15.177037	642.033319	21.713016	91.708077	442048.438565	17903.018435	8344.724683	29607.491485
1921	1920.949761	582.816442	1946.440984	79.291038	-84.123967	-25.892356	608.307665	18.367861	96.595004	438171.347723	17917.174531	8223.468125	29527.468976
1922	1926.007579	615.532586	1981.634771	108.258831	-115.555422	-58.668363	671.159776	17.797881	98.585214	439325.043451	17935.708232	8100.797629	29420.756675
1923	1939.102708	669.855626	1924.644819	38.120318	-41.407203	15.568646	655.397738	19.643977	97.178011	442312.060408	17935.721936	8051.260369	29350.983974
1924	1429.838197	418.514947	1529.103608	151.919368	-161.000201	-104.005152	517.780357	37.755281	75.566912	326148.107874	17950.480041	7865.218271	29282.511909
1925	1614.232623	615.655340	1587.690770	29.375522	-31.402048	28.937280	589.113489	29.285096	82.268242	368208.736185	18004.424512	7644.476753	29110.758238
1926	1859.860923	754.891368	1653.527015	-146.556549	155.435423	219.982151	548.557461	24.529620	88.316477	424236.897392	17934.658326	7915.831735	29220.016113
1927	1903.058450	607.556380	1903.527241	55.427155	-59.833100	-0.315211	608.025169	16.673399	100.421734	434090.314583	17910.854073	7987.033303	29295.451660
1928	1809.692997	592.008537	1854.224144	95.642556	-103.452525	-47.963761	636.539683	22.768392	95.173769	412793.523191	17939.630021	7831.803320	29187.182847
1929	1851.363418	624.294263	1843.040574	46.934496	-51.418035	8.431450	615.971417	23.415532	93.583420	422298.604706	17941.902289	7789.650816	29128.964134
1930	1726.997262	584.114929	1754.834364	83.588795	-89.064887	-28.895576	611.952033	28.315134	86.917855	393930.509293	17959.000692	7676.778756	29051.392190
1931	1708.640704	592.893567	1680.457850	24.028180	-25.719733	31.023231	564.710714	25.786321	87.069630	389743.352449	17963.471795	7636.184131	29009.891874
1932	1902.918627	700.392989	1776.984880	-69.581310	73.039100	133.813459	574.459241	23.453462	92.096053	434058.420853	17943.198813	7700.873602	29013.345658
1933	1996.855244	669.017334	1904.139467	-36.316550	37.827341	98.704149	576.301557	20.900934	91.112730	455485.495570	17906.419772	7820.402550	29081.573993
1934	1871.309161	584.244941	1922.455021	104.454903	-110.646423	-52.835553	635.390801	24.506080	95.950726	426848.257089	17913.997562	7751.358871	29053.081728
1935	1922.399746	641.315144	1904.750168	33.934057	-36.924971	18.912071	623.665564	18.716071	96.384196	438502.091476	17931.147621	7658.326278	28957.641238
1936	1801.687692	594.817095	1785.864461	41.807924	-44.557992	17.533901	578.993864	23.890698	89.972834	410967.501439	17933.189832	7622.661288	28941.903468
1937	1784.554482	608.355124	1772.463500	37.138186	-40.966122	12.497338	596.264142	25.946219	91.441629	407059.391919	17958.599866	7532.450997	28878.751141
1938	1911.729130	668.399661	1793.645817	-70.474796	73.510287	125.251589	550.316349	23.070504	91.187040	436068.108912	17946.229072	7605.663203	28906.062528
1939	1839.801123	606.739268	1803.678117	14.397302	-13.012559	41.655280	570.616263	23.388060	91.825590	419661.228777	17947.493709	7616.429954	28950.097684
1940	1834.823647	655.059756	1820.036490	34.571224	-36.893375	16.702441	640.272601	24.232262	86.691476	418525.859581	17964.529353	7561.769392	28900.473199
1941	1883.534569	639.603327	1826.632990	-8.521241	5.756225	58.138990	582.701748	20.166105	94.518548	429636.889501	17941.727930	7641.269009	28910.906853
1942	1908.943818	626.055773	1898.690661	40.697198	-43.714770	11.355729	615.802617	21.920808	98.414362	435432.775229	17934.085886	7630.779513	28890.223198
1943	1911.540598	620.109114	1915.556676	55.236185	-59.115725	-3.595989	624.125193	23.010142	91.609114	436025.104267	17942.571933	7567.608135	28840.248207
1944	1941.293898	655.713161	1925.329732	31.684099	-31.122121	20.483812	639.748994	23.491252	89.961665	442811.874112	17950.886935	7515.101727	28794.421636
1945	1931.100681	678.974566	1867.948306	-16.465604	19.553590	70.289514	615.822190	23.013505	94.383411	440486.786936	17952.969987	7519.940426	28779.716499
1946	1959.148615	675.970832	1899.595881	-15.576878	13.407205	61.243393	616.418098	21.085722	97.275509	446884.560068	17930.098702	7600.765108	28804.003457
1947	1839.983409	585.531200	1843.800629	47.178031	-51.334065	-4.149719	589.348419	25.441312	88.835469	419702.808684	17915.028497	7592.168386	28808.641870
1948	1646.203006	537.693067	1739.606402	136.294535	-142.735740	-96.068571	631.096462	28.371857	86.578063	375501.226029	17961.105615	7378.440376	28687.375881
1949	1895.699058	717.639354	1760.796167	-92.749309	98.427547	143.728699	582.736461	22.746453	92.827357	432411.626944	17957.828955	7434.782201	28641.573181
1950	2005.867869	741.890465	1796.906697	-171.483100	180.928649	221.321181	532.929292	22.654774	91.109128	457541.288149	17898.563311	7734.151335	28804.741022
1951	1744.887397	548.054143	1839.525675	126.503695	-131.784121	-97.503471	642.692421	27.444196	87.826158	398011.274278	17927.812207	7670.966163	28841.018580
1952	1855.115031	669.946300	1732.892686	-92.913802	99.959957	131.401051	547.723955	24.520910	89.479921	423154.353153	17947.188434	7696.029070	28788.288827
1953	1982.443924	685.092755	1880.979799	-76.123003	79.733051	106.907833	583.628630	19.149335	92.076443	452198.253125	17926.228215	7858.642377	28888.852589
1954	1725.720571	542.915917	1776.916770	81.101204	-85.983949	-53.633560	594.112116	25.893824	87.197893	393639.294395	17927.626748	7800.409924	28920.114393
1955	1859.762364	678.347078	1775.186370	-59.516630	64.617942	91.978078	593.771081	22.693152	92.815139	424214.416521	17962.303193	7728.527639	28851.069367
1956	1817.785972	631.371864	1751.023400	-34.521770	37.289625	72.177417	564.609295	25.070343	90.254897	414639.541808	17934.394413	7838.085586	28952.729420
1957	1992.643854	706.910275	1885.400989	-75.454696	78.370924	112.849652	599.667410	20.668204	96.225665	454524.871580	17941.196341	7877.700208	28971.758644
1958	1934.178916	644.888570	1865.338378	-33.673435	34.533379	72.511599	576.048031	21.700435	94.647914	441188.936482	17906.402501	8001.192699	29048.454120
1959	2025.565834	659.070855	2034.805253	40.627245	-42.726096	-8.533230	668.310275	21.851331	91.523920	462034.421353	17915.739581	7968.434956	29040.325872
1960	1751.456668	570.558132	1805.964429	97.998521	-102.121878	-55.529039	625.065893	28.657774	88.420651	399509.734362	17943.761325	7818.664038	28967.629090
1961	1950.299363	746.822962	1785.461416	-121.710727	129.803855	175.945030	581.985013	24.767346	92.135532	444866.033310	17951.303008	7850.692819	28959.011143
1962	1929.236636	659.960352	1779.152308	-104.700628	112.402098	161.032815	509.876022	26.594527	87.599997	440061.595833	17925.187438	8008.125318	29102.754966
1963	1626.529241	512.564772	1746.320057	163.417372	-172.125172	-125.483557	632.355589	31.738386	83.556856	371013.612243	17974.366684	7799.938234	29049.400298
1964	1888.389293	721.434852	1707.932160	-138.112075	145.712153	191.065071	540.977717	25.676314	89.901330	430744.259283	17973.242132	7851.507177	29018.951528
1965	1890.065742	659.370824	1777.934872	-63.366765	68.692576	121.281226	547.239955	24.847834	90.495284	431126.659735	17944.032745	7995.985307	29164.280929
1966	1985.258420	694.044827	1906.288018	-32.455446	32.607440	82.462238	615.074425	24.400504	91.100860	452840.243563	17954.149579	8012.061052	29185.657251
1967	1985.652206	670.259423	1911.800315	-32.728874	35.299799	79.600881	596.407532	23.577125	95.265922	452930.066613	17950.833616	8052.193556	29233.937053
1968	1903.630314	628.433012	1845.306620	-17.155565	20.030762	64.256519	570.109317	26.259511	92.296973	434220.757629	17971.159534	8023.817501	29249.917104
1969	1885.497301	635.228337	1840.730502	4.012103	-3.152979	49.598167	590.461539	24.085478	91.548811	430084.591544	17990.468435	7976.479183	29239.499863
1970	1907.085686	678.527743	1829.150741	-41.403753	44.649190	84.251159	600.592798	25.457704	91.236011	435008.932242	18000.733195	7992.050750	29265.081138
1971	1909.269128	652.318647	1846.928712	-25.295856	27.522508	67.670694	589.978230	25.296225	90.638015	435506.978982	18003.004118	8040.877002	29311.872450
1972	1921.463922	631.258699	1863.393230	-12.219448	12.145371	61.450050	573.188007	23.966803	95.943420	438288.628619	17994.759639	8084.740228	29328.310464
1973	1991.936739	664.838897	1940.573110	-7.498439	7.236633	54.306555	613.475269	22.062697	92.723725	454363.577516	17992.807150	8099.469562	29340.766632
1974	2136.010291	725.354682	2052.958794	-30.891279	32.587531	89.127581	642.303186	20.151732	89.517625	487226.957338	17982.004084	8142.802752	29358.831544
1975	2163.412028	735.210186	2102.690960	-21.223700	22.341245	65.128902	674.489118	22.071024	90.462478	493477.332763	17980.773037	8178.126714	29382.744791
1976	1978.233145	655.754581	1888.536323	-49.018769	53.077577	97.071856	566.057758	26.828134	88.607691	451237.768495	17990.346240	8179.418597	29422.023467
1977	2017.347541	681.839766	1981.057832	1.422634	-1.754273	39.168122	645.550057	21.587529	91.599835	460159.816938	18019.476178	8150.774860	29426.330253
1978	1970.682710	652.130345	1924.767927	-9.042643	9.589326	49.621319	606.215563	26.628377	87.805284	449515.503429	18010.622937	8198.823622	29443.353858
1979	2045.151151	717.423456	1964.554848	-36.855619	40.002862	87.190572	636.827154	25.570522	88.873685	466501.859734	18011.511958	8206.605417	29450.166574
1980	2030.245472	681.429994	1944.430930	-43.381554	46.844216	92.660654	595.615450	24.771659	88.592000	463101.853551	17999.431889	8280.794095	29510.802320
1981	1969.783985	638.399047	1906.876054	-27.149165	29.730960	68.722626	575.491116	24.296983	91.287059	449310.503009	18015.852555	8262.042725	29548.237243
1982	2080.803184	706.880885	2002.480292	-35.180151	35.347482	82.264854	628.557992	22.335027	93.264049	474634.138922	18029.176548	8282.225729	29567.872931
1983	2107.419066	749.085108	1991.991441	-75.448443	79.896911	123.477260	633.657481	25.273631	91.645656	480705.259141	18018.805409	8374.758833	29640.201625
1984	2124.240177	722.227699	2033.837830	-49.109174	52.715156	97.407759	631.825351	21.382112	90.999769	484542.178420	18034.342617	8404.211342	29704.053893
1985	1937.228365	617.903713	1971.277423	72.686285	-75.741318	-33.543682	651.952772	25.502176	90.148488	441884.519942	18056.525327	8338.384005	29682.697732
1986	2056.201779	700.664965	1914.330157	-93.457090	100.846730	153.188681	558.793344	23.897366	90.781496	469022.523526	18058.336164	8365.909825	29688.203265
1987	2069.447471	713.558890	1948.646209	-80.400856	85.109466	129.162841	592.757628	22.821278	93.933133	472043.884515	18043.350750	8452.902870	29781.882336
1988	2112.524290	730.592736	2027.019819	-42.843182	44.358068	90.627079	645.088266	22.101431	91.493100	481869.767682	18063.119279	8457.282686	29827.055533
1989	2130.384015	712.041371	2019.049583	-70.139367	73.970303	119.053995	600.706937	24.346745	93.626740	485943.595871	18055.473630	8556.266024	29896.467834
1990	2001.388085	608.437731	2006.187960	45.539006	-45.627427	-1.177487	613.237606	24.642016	91.041631	456519.443052	18074.376190	8478.599619	29907.520230
1991	2161.370706	759.574797	2093.895674	-26.613207	25.521556	70.211161	692.099764	23.425866	88.446162	493011.703816	18093.706747	8454.649806	29865.079505
1992	2192.692475	771.699777	2035.860062	-113.515014	119.299243	166.608689	614.867364	23.951593	92.365782	500156.243772	18055.042733	8632.254151	29980.563488
1993	2121.838728	693.225440	2095.623526	19.146856	-17.227228	32.159860	667.010239	24.190598	93.194261	483994.404054	18067.875496	8609.509298	30033.642320
1994	2142.405993	741.017227	2039.405304	-58.706089	61.272398	109.681457	638.016538	22.717434	92.998093	488685.825997	18096.897113	8566.266832	30017.069565
1995	2129.902704	691.633526	2052.144667	-27.457021	28.762211	83.368923	613.875488	23.096611	94.514552	485833.808693	18083.447660	8649.856603	30086.533597
1996	2091.874705	696.599066	2033.450827	-11.295940	11.506975	62.996057	638.175188	24.540791	92.936695	477159.568338	18105.327696	8587.570556	30097.150350
1997	2125.726186	720.665175	1994.511533	-77.218201	82.666163	141.237335	589.450521	24.143828	92.491535	484881.139234	18098.881421	8648.602190	30140.905324
1998	1976.558380	617.338582	2064.649610	144.705350	-152.642726	-91.307251	705.429813	26.679046	86.973946	450855.752202	18123.952329	8517.580764	30125.852535
1999	2114.308339	741.872502	1912.712244	-149.833784	158.948216	215.502815	540.276406	23.509962	88.269373	482276.711976	18128.799877	8533.049894	30097.559456
2000	1897.709204	595.255776	1895.151924	52.531432	-57.066460	2.814851	592.698495	27.515038	84.737834	432870.144032	18138.380381	8491.262433	30172.988803
2001	2128.748283	778.816262	1958.190367	-114.201280	120.593508	181.760719	608.258346	23.748547	92.236178	485570.483360	18159.354171	8513.108218	30162.988636
2002	2230.871052	749.732464	2106.935640	-58.107140	61.502810	132.754712	625.797051	21.687381	91.944692	508864.830890	18113.700704	8742.936729	30313.318380
2003	2115.894238	677.853087	2178.725571	124.227184	-130.792672	-64.063605	740.684422	23.422951	86.169600	482638.457565	18141.230396	8578.706318	30242.910999
2004	2177.466470	742.745079	2041.793213	-69.950993	71.656228	142.896354	607.071823	22.744573	92.715704	496683.170560	18142.791178	8600.373903	30208.247682
2005	2102.176020	660.052226	2058.841916	34.830053	-36.904798	48.305089	616.718122	21.719561	89.283869	479509.312833	18129.136620	8585.031925	30245.459291
2006	1984.141410	645.945158	2000.652570	74.413812	-81.085953	-17.885208	662.456318	25.204497	87.695888	452585.452039	18183.463994	8377.940243	30167.328519
2007	2185.693060	795.893330	1977.095298	-143.993506	154.828324	224.762645	587.295569	21.879716	92.854366	498559.667223	18174.408758	8510.532070	30201.650568
2008	2248.385167	772.472144	2082.889746	-108.004290	116.772214	179.456232	606.976723	21.009631	92.300535	512859.825627	18149.294658	8670.353856	30349.834200
2009	2094.856785	659.096746	2124.969873	100.631303	-106.377287	-30.383948	689.209832	23.466281	90.266784	477839.784992	18190.643165	8574.648473	30357.753664
2010	1995.406857	651.839174	1912.211778	-23.956377	24.596632	89.000516	568.644096	23.723980	85.590139	455155.115840	18208.083305	8523.863542	30294.887565
2011	1788.781017	544.072478	1855.887037	140.108902	-148.824268	-70.479226	611.178498	30.515084	82.941462	408023.470813	18240.122612	8334.459104	30233.670768
2012	2201.655289	860.487967	1944.819085	-183.770149	196.320745	275.145212	603.651763	21.782785	94.372841	502200.674408	18256.262092	8364.952123	30211.511107
2013	2249.877871	826.769241	2057.064372	-115.828828	124.199038	207.178899	633.955742	26.650395	85.165924	513200.313270	18194.835548	8686.354340	30437.109322
2014	2219.378597	716.685095	2088.392999	-78.234600	80.203927	137.454321	585.699498	23.224291	93.497361	506243.385412	18193.925481	8758.390931	30509.478032
