# Annual region-averaged outputs (area*landfrac weighted)
# Case: 20260422_coastal_LA_ICB20TRCNPRDCTCBC_TAM
# Years: 1850 - 2024
#
# Variables:
#   GPP: gross primary production (annual sum, gC/m2/yr)
#   NPP: net primary production (annual sum, gC/m2/yr)
#   ER: total ecosystem respiration, autotrophic + heterotrophic (annual sum, gC/m2/yr)
#   NEE: net ecosystem exchange of carbon, includes fire, landuse, harvest, and hrv_xsmrpool flux, positive for source (annual sum, gC/m2/yr)
#   NBP: net biome production, includes fire, landuse, and harvest flux, positive for sink (annual sum, gC/m2/yr)
#   NEP: net ecosystem production, excludes fire, landuse, and harvest flux, positive for sink (annual sum, gC/m2/yr)
#   HR: total heterotrophic respiration (annual sum, gC/m2/yr)
#   FSH: sensible heat (annual mean, W/m^2)
#   EFLX_LH_TOT: total latent heat flux [+ to atm] (annual mean, W/m^2)
#   FPSN: photosynthesis (annual mean, umol/m2s)
#   TOTSOMC: total soil organic matter carbon (annual mean, gC/m^2)
#   TOTVEGC: total vegetation carbon, excluding cpool (annual mean, gC/m^2)
#   TOTECOSYSC: total ecosystem carbon, incl veg but excl cpool but excl product pools (annual mean, gC/m^2)
#
Year	GPP	NPP	ER	NEE	NBP	NEP	HR	FSH	EFLX_LH_TOT	FPSN	TOTSOMC	TOTVEGC	TOTECOSYSC
1850	210.732363	97.198485	213.390892	8.512233	-9.098549	-2.934781	99.857014	17.365704	39.053659	48068.349032	6024.540464	1368.197453	8098.368990
1851	203.560646	93.813114	201.486248	1.107464	-1.253008	2.344177	91.738716	17.610746	38.713589	46432.470127	6025.172613	1359.211194	8096.760277
1852	200.306707	92.318045	198.255304	-0.489901	0.633820	2.289263	90.266642	22.044026	38.923174	45690.242140	6027.091298	1353.111501	8096.467707
1853	203.863950	94.489670	204.392584	1.078370	-1.173733	-0.575435	95.018304	15.407723	37.815704	46501.654207	6028.456758	1351.059659	8095.448721
1854	207.506658	96.268140	211.633127	6.471382	-7.170108	-4.513601	100.394609	16.781861	39.954136	47332.561016	6026.026374	1350.837392	8085.643676
1855	204.116353	94.231386	202.865973	0.140046	-0.185534	1.380653	92.981007	15.035385	37.997227	46559.227754	6025.192803	1348.904287	8086.309566
1856	199.619304	91.950071	198.222357	1.512970	-1.465343	1.588923	90.553124	18.219077	37.622345	45533.444681	6026.393845	1344.240555	8086.693529
1857	202.721400	93.252935	211.938562	9.820733	-10.789964	-10.130339	102.470097	22.500019	37.181432	46241.037119	6025.082404	1340.975678	8075.700104
1858	202.199806	93.159891	201.418612	1.431393	-1.599270	0.885903	92.378698	17.975976	38.098670	46122.060582	6024.249451	1338.479352	8075.512491
1859	200.954104	93.597548	199.004922	-0.371649	0.529194	2.205646	91.648366	18.233655	36.387701	45837.914455	6025.427036	1334.513633	8076.411875
1860	195.691015	90.933524	192.705019	-2.383713	2.639020	3.302535	87.947528	23.800497	38.311967	44637.396345	6027.040874	1331.942228	8076.594077
1861	205.644604	95.898003	207.336120	2.216378	-2.453659	-1.873693	97.589519	16.014251	40.068270	46907.824117	6027.589145	1332.120249	8075.821163
1862	200.454679	93.292875	196.768299	-3.214128	3.557863	4.081277	89.606495	20.505355	40.190444	45723.994732	6027.964158	1333.072036	8077.573349
1863	197.103994	91.062598	202.478675	5.809553	-6.355545	-5.871970	96.437279	16.578410	37.645566	44959.698927	6028.021850	1331.498266	8074.740358
1864	201.726594	93.540344	199.844034	-1.471984	1.637431	2.095245	91.657784	15.221762	39.694223	46014.120440	6027.954476	1330.127821	8073.801615
1865	208.964093	98.218844	210.456111	1.888781	-2.129217	-1.685562	99.710862	17.303895	40.216517	47665.004182	6025.941542	1332.268399	8068.414013
1866	213.537416	100.798748	213.295706	0.150163	-0.190220	0.249124	100.557038	16.107610	40.278403	48708.185614	6023.932325	1337.076970	8069.573609
1867	206.760904	96.971730	199.910864	-6.456978	7.115626	7.557486	90.121690	17.629398	39.344542	47162.453525	6024.087368	1340.329864	8075.733250
1868	206.952891	95.629795	211.553432	6.447344	-7.321424	-5.054448	100.230336	17.267606	39.148727	47206.246123	6023.747702	1339.659935	8072.782751
